"error" "CIDH920105.lag1" "CIDH920105.lag2" "CIDH920105.lag4" "CHAM820101.lag1" "BIGC670101.lag1"
0.626888018973055 1.4443053009266 0.651677654222381 1.30781171757637 1.25301320733539 1.28765527057519
0.895312332254651 0.971825463507533 0.837401277096286 0.69106032599563 0.923454156967522 0.89683694966605
0.502765817979467 0.133122387339059 0.253036888781294 0.496616075143484 0.470688405867206 0.469275842690597
0.355489771878633 1.36716900626382 1.46151273383795 0.945466766679981 1.3968461362041 1.34622681281619
0.36055936399513 0.78966233282254 1.30385387665377 0.867808869685564 0.910334135607077 0.826095130405852
0.604851930656807 1.18496126827498 1.07256938443991 1.18515123800611 0.732581938925199 0.711789963898313
0.47075035270186 1.14820071176381 1.05036786461792 1.27695162113938 0.965938036099704 1.01847557975459
0.338647071844169 0.773805777917625 1.03611634054551 0.898886441572848 0.981624519178781 1.06571266710112
0.321478629187524 1.69711228166552 0.400211664982097 1.08632247057898 1.2300151454851 1.20257874256377
0.318734014111947 1.02460878443423 0.842487384780221 0.937381166432501 1.08939179240388 1.10958560571168
0.344332510676292 0.991150631118962 1.13737625043775 1.22225664996879 1.39631531808895 1.27976568967453
0.356665023911218 0.907900319864221 1.06545350817068 1.36651730344204 1.18437177154071 1.2845023587875
0.302305565074634 0.977020575663303 1.2923187562705 0.901926335798405 1.03389719243333 1.02679510193158
0.293402288540232 1.04758845510052 1.21390085801259 0.954017652122194 1.11630753796413 1.20999835842917
0.274052365263781 0.722266165070449 1.10493968721401 0.929954636106434 0.641916446553907 0.608627194565097
0.278152044359227 1.20449154279186 1.15596650494462 1.10638589346113 0.945160337164535 0.880213903902146
0.248512693872337 1.23725432192259 1.19284192160031 0.798244804423883 0.989415439535922 1.152924530932
0.286883658069602 1.24397126016583 1.03442380866152 0.837922472774989 1.35225348387227 1.27958579927832
0.297665845355202 0.823642841055477 1.20729433765969 1.25246870039865 0.958576772227185 0.862849671694486
0.247869764809458 1.16973090175877 0.956521237147573 0.829496076657667 0.94077380862904 0.903703299388276
0.263859090149929 1.06657933212469 1.41870018980376 0.504130455972083 1.16440825815071 1.23741654658634
0.236188871060216 1.1805455047238 1.20534416145405 0.680659779040532 0.829753717689584 0.933553852663978
0.273788031219709 0.791850029701406 1.56306239122441 0.562228600001091 1.23555969384079 1.41221725043423
0.310549287224467 0.647435659258059 0.86433650618606 0.827007491912481 0.963835831191706 1.13892464536856
0.353116362124214 0.48206264934167 0.989096654369271 1.51621649082403 0.817734834304395 0.803339035778609
0.330845813917499 1.02127545704948 0.931884330088913 1.09339696788676 0.935744890518563 0.882179493647756
0.225156358582349 1.16467970145322 1.31940676891486 0.714110191367639 0.736799535183125 0.88373184442238
0.223726312519416 0.689914282054618 1.15503636670056 0.773973356608626 1.1909264007642 1.12000698867816
0.224118725351865 1.01565814014116 1.08948525499508 0.691015816219366 1.02603614590576 0.849075922760671
0.273610645732612 1.05046667297177 0.711289137816057 0.629794732785193 0.672251887857983 0.697018913361341
0.23273461744467 1.31331448064874 1.41487656487942 1.04392241453215 0.990216195551256 1.1125960656487
0.250134149667045 1.23736345686352 0.978411955450416 1.75951664284591 0.910724810504819 1.04641384624121
0.220324675832206 0.926001590001362 0.858196593779217 0.871626145018411 0.694704159412559 0.635118509995431
0.301727288361494 1.23145709816281 1.34362771789973 0.639288738699004 1.20891705339342 1.32590627281858
0.213718380885084 1.04350740236955 1.40434288569204 0.886585123729544 0.814437202276288 0.826206650034643
0.264907800874802 0.871311357299171 1.06379436474143 1.18293577997113 0.736736525214826 0.969052715890407
0.227433190366216 1.03998379896998 1.32705871972969 1.16671658006102 0.756652189106884 0.822493834033425
0.215511940245894 1.12560846058404 1.11700942649776 1.01835877242719 1.19147272618814 1.1276891116735
0.242876652391244 1.08339147087993 1.22601321774221 0.90938436897963 0.725475212665679 0.874479252479176
0.212789279005364 0.697384711135538 1.14051988044358 1.53667414044175 0.802906159679686 0.819762856079763
0.243263469739307 0.923161863726654 0.984281333207964 0.535704386634765 0.750140711817387 0.5268164950026
0.357762878168438 1.21353520512031 1.34054186558887 0.697858619344012 0.675598897178291 0.787419109637488
0.244798168486613 1.36553197535901 0.918969714879484 1.2829040268046 1.39335952350779 1.36636956661003
0.213340980245042 1.06995520471015 0.961856432520088 0.774105681399551 1.01460888325528 0.955151994827514
0.257652776361721 0.783246285464403 1.10089574092888 0.942252366611961 0.986518308509195 0.910845269921603
0.20276978642234 0.943237273874631 1.28321384331323 0.739833232541018 1.12328212004022 1.23575267727217
0.282388945562459 0.9567303577159 0.884619815721991 1.14095896101535 0.837087280872554 0.81576817764626
0.345250861998751 1.30690624504688 1.10153129294306 0.969797557019393 1.21865566686881 1.31009108454444
0.217785267996895 0.897542064549662 0.888104092681262 0.888973527736696 0.800410229271525 0.820620667559313
0.303503365744203 1.09263478010024 0.839793189348619 1.50079919739889 0.923087328654818 1.29286969707413
