"error" "RP" "HH" "GK" "EE" "AP" "PL" "LP" "FL" "TP" "AA" "IK" "LT" "NP" "RA" "NA." "DA" "CA" "EA" "QA" "GA"
0.282388945562459 0.0277777777777778 0 0 0.0277777777777778 0 0.0277777777777778 0.0277777777777778 0 0 0 0 0 0 0 0 0 0 0.0833333333333333 0.0277777777777778 0.0555555555555556
0.345250861998751 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0625 0 0.0625
0.217785267996895 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.303503365744203 0 0 0 0.0909090909090909 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.198335144380328 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0833333333333333 0 0.0833333333333333
0.287779245358538 0 0 0 0.0454545454545455 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0454545454545455 0 0
0.374720192465743 0 0 0 0 0 0 0 0 0 0.454545454545455 0 0 0 0 0 0 0 0 0.0454545454545455 0
0.25223618128652 0 0 0 0.210526315789474 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.285127974231981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0588235294117647 0 0
0.190980682297981 0 0 0 0 0 0 0 0 0 0 0 0.0833333333333333 0 0 0 0 0 0.0833333333333333 0 0
0.209693723049889 0 0 0.0769230769230769 0.0769230769230769 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0769230769230769 0 0
0.283257861053994 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.215401712179845 0 0 0 0 0 0 0 0 0 0.0588235294117647 0 0 0 0 0 0 0 0 0 0
0.237745181564586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0833333333333333 0 0 0.0833333333333333 0
0.271943560565955 0 0 0.0666666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.189203700965706 0 0 0 0 0 0 0 0 0 0.025 0 0 0 0 0.025 0 0 0.025 0 0.025
0.228533691810183 0 0 0.0714285714285714 0 0 0 0 0 0 0.0714285714285714 0 0 0 0 0 0 0 0 0 0
0.20284030681657 0 0 0 0 0 0 0 0 0 0.0909090909090909 0 0.0909090909090909 0 0 0 0 0 0 0 0
0.227647416872313 0 0 0 0.208333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.264983029776279 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0
0.188328315926944 0.0294117647058824 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.184677419354839 0 0 0.0476190476190476 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0476190476190476 0 0
0.183012926620832 0 0 0 0 0 0 0 0 0 0 0 0.0714285714285714 0 0 0.0714285714285714 0 0 0 0 0
0.214948337671041 0 0 0 0 0 0 0 0 0 0 0 0.117647058823529 0 0 0 0 0 0 0 0.0588235294117647
0.181114281400382 0 0 0 0.0625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.18055797902247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.125 0 0 0 0
0.187192970456767 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0.05 0.05
0.194544683103473 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.176834479201152 0 0 0.0555555555555556 0 0 0 0 0 0 0 0 0 0 0 0 0.0555555555555556 0 0 0 0
0.411498786133949 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.247798831122188 0 0 0 0.0555555555555556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.189893699354499 0 0 0 0 0 0 0 0.0714285714285714 0 0 0 0 0 0 0 0 0 0 0 0
0.178844325644483 0 0 0 0 0 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.173573604021323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.20470699292933 0 0 0 0 0 0 0 0 0 0 0 0.0625 0 0 0 0 0 0.0625 0 0
0.17102207075246 0 0 0 0 0 0 0 0 0 0 0 0.153846153846154 0 0 0 0 0 0 0 0
0.171193470698421 0 0 0 0 0 0 0 0.0555555555555556 0 0 0 0 0 0 0 0 0 0 0 0.0555555555555556
0.175775557786341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.187051630610407 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0555555555555556 0 0
0.292519345358462 0 0 0 0.111111111111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.169225000585878 0 0 0 0.03125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.220337683056533 0 0 0 0.0714285714285714 0.0714285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.179509328926558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.166730784924049 0 0 0 0.0714285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.229538672538399 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.166219463823234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.171028371500761 0 0 0 0.0555555555555556 0 0 0 0 0 0.0555555555555556 0 0.0555555555555556 0 0 0 0.0555555555555556 0 0 0 0.0555555555555556
0.195055373576665 0 0 0 0 0.032258064516129 0 0 0 0 0.032258064516129 0 0 0 0 0 0 0 0 0 0
0.197885238574142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0454545454545455 0
0.194002931413151 0 0 0 0.0526315789473684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.187376516608102 0 0 0 0.0625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0625 0
0.169109195402299 0 0 0 0 0 0 0.0555555555555556 0 0 0 0 0 0.0555555555555556 0 0 0 0 0 0 0
0.16734944289418 0 0 0 0 0.0416666666666667 0 0 0 0 0.0416666666666667 0 0 0 0 0 0 0.0416666666666667 0 0.0416666666666667 0.0416666666666667
0.193426949507021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.258934134470059 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.265485491071429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.214192007707366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.162930049908475 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0714285714285714 0.0714285714285714 0 0 0 0
0.169202745447161 0 0 0 0.0588235294117647 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.180555129849942 0 0 0 0.0588235294117647 0 0 0 0 0 0.117647058823529 0 0 0 0 0 0 0 0.0588235294117647 0 0
0.159261233698004 0 0 0 0 0 0.037037037037037 0 0 0 0 0 0.037037037037037 0.037037037037037 0 0.037037037037037 0 0 0 0 0
0.16849330777674 0 0 0 0.0909090909090909 0 0 0 0 0 0 0 0.0909090909090909 0 0 0 0.0454545454545455 0 0 0 0.0454545454545455
0.16089118602921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0769230769230769 0 0 0 0
0.172019802894851 0 0 0 0.0588235294117647 0 0 0 0 0 0.0588235294117647 0 0 0 0 0 0.0588235294117647 0 0.0588235294117647 0 0
0.158717657237524 0 0 0 0.0625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.200732219626627 0 0.0625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.18939981136128 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.165754371047457 0 0 0 0 0 0 0 0.111111111111111 0 0 0 0 0 0 0 0 0 0 0 0
0.164683168719262 0 0 0 0.0952380952380952 0 0 0 0 0 0 0.0476190476190476 0 0 0 0 0 0 0 0 0
0.180572712961187 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0588235294117647 0.0588235294117647 0 0 0 0
0.191594010614102 0 0 0.0666666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0666666666666667 0 0
0.165533009899692 0 0 0 0 0 0.0555555555555556 0 0 0 0 0 0 0 0 0.0555555555555556 0 0 0 0.0555555555555556 0
0.205824143313304 0 0 0 0.111111111111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.206102652259332 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0833333333333333 0
0.157206586604324 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.169838283479548 0 0 0 0.0666666666666667 0 0 0 0 0.0666666666666667 0 0 0 0 0 0 0 0 0.0666666666666667 0 0
0.209004302876736 0 0.0555555555555556 0 0 0 0 0 0 0 0 0 0 0 0 0.0555555555555556 0 0.0555555555555556 0 0 0
0.194819721241477 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0714285714285714 0.0714285714285714 0
0.168325152961743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.181889731539655 0 0 0 0 0 0 0 0 0 0.35 0 0 0 0 0 0 0 0 0 0
0.163849751786278 0 0 0 0.0625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.156188017135145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0416666666666667 0 0
0.169265449420315 0 0 0 0 0 0 0 0 0 0 0 0.0454545454545455 0 0 0 0 0 0 0.0454545454545455 0
0.161282884224068 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.181008157098319 0 0 0 0 0 0 0 0 0 0.0909090909090909 0 0 0 0 0.0454545454545455 0 0 0 0 0.0454545454545455
0.166653312360043 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.171438996420753 0 0 0 0 0.0555555555555556 0.0555555555555556 0 0 0 0.111111111111111 0 0 0 0 0 0 0 0 0 0
0.17590392596522 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.154792524847147 0 0 0 0.0588235294117647 0 0 0 0 0 0 0 0 0 0 0 0.0588235294117647 0 0 0 0
0.187183586464162 0 0 0 0 0 0 0.0555555555555556 0 0 0 0 0 0 0 0 0 0 0 0 0
0.193993899128306 0 0 0.0526315789473684 0.105263157894737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.169244426823645 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.198028651211642 0 0 0 0.0625 0 0 0 0 0 0 0 0 0 0 0 0.0625 0 0 0.0625 0
0.153077037466052 0.0454545454545455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.236859973083405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.183607051520561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0714285714285714 0 0
0.155587026879978 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0588235294117647 0 0 0 0
0.151245738774715 0 0 0.0588235294117647 0 0 0 0 0 0 0.0588235294117647 0 0 0 0 0 0 0 0.0588235294117647 0 0
0.161249781521278 0 0 0 0 0 0 0 0.0666666666666667 0 0 0 0 0 0 0 0 0 0 0 0.0666666666666667
0.180166103996354 0 0 0 0 0 0 0.0833333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0
0.151088643623156 0 0 0 0.0555555555555556 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0555555555555556 0 0
0.156766915767212 0 0 0 0 0 0 0 0 0.0714285714285714 0 0 0.0714285714285714 0 0 0 0 0 0 0 0
0.159186335993526 0.0256410256410256 0 0 0 0 0 0 0 0 0.0256410256410256 0 0.0256410256410256 0 0 0 0 0 0 0 0.0256410256410256
0.194489275962524 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0714285714285714 0
0.176064240774127 0 0 0 0 0 0 0 0 0 0.111111111111111 0 0 0 0 0 0 0 0 0.0555555555555556 0
0.171919783645855 0 0 0 0 0 0 0 0 0 0.0769230769230769 0 0 0 0 0 0.0769230769230769 0 0.0769230769230769 0 0
0.267618960840523 0 0 0 0 0 0 0 0 0 0 0 0.0909090909090909 0 0 0 0 0 0 0 0
0.156865967859241 0 0 0 0.0434782608695652 0 0 0 0 0 0.0869565217391304 0 0 0 0 0 0 0 0 0 0
0.1624373714354 0 0 0 0 0 0 0 0.0526315789473684 0 0 0 0 0 0 0 0 0 0 0 0
0.186271193917915 0 0 0.0625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0625 0
0.197293220524758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0
0.169779447964986 0 0 0.0526315789473684 0.0526315789473684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.105263157894737
0.22779718686393 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
0.162694417442022 0 0 0 0 0 0 0 0 0 0.0909090909090909 0 0 0 0 0 0.0909090909090909 0 0 0 0
0.150480968287849 0 0 0 0 0 0 0 0.0454545454545455 0 0 0 0 0 0 0 0 0 0 0 0
0.161353401023573 0 0 0 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.163097812289349 0 0 0 0.0476190476190476 0 0 0.0476190476190476 0 0 0 0 0 0 0 0 0 0 0 0 0
0.147210188464457 0 0 0 0 0.05 0 0 0 0 0 0 0 0 0 0 0.05 0 0 0.05 0
0.203676478655359 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0
0.191870893705448 0 0 0 0 0 0 0 0 0 0.153846153846154 0 0 0 0 0 0 0 0.0769230769230769 0 0
0.345704354975847 0 0 0 0.0769230769230769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.172837313642099 0 0 0 0 0 0 0 0 0 0 0 0.0909090909090909 0 0 0 0 0 0 0 0
0.143769881082931 0 0 0 0 0 0 0 0 0 0 0 0.0625 0 0 0 0 0 0 0 0
0.143823327508737 0 0 0 0 0 0 0.0476190476190476 0 0 0.0952380952380952 0 0 0 0 0 0 0 0 0 0
0.141750108164905 0 0 0 0 0.0303030303030303 0.0303030303030303 0 0 0 0 0 0.0606060606060606 0 0 0.0303030303030303 0.0303030303030303 0 0 0 0.0303030303030303
0.146977972366135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0833333333333333 0 0.0416666666666667 0.0833333333333333 0
0.204588481745774 0 0 0 0 0 0 0 0 0 0.0666666666666667 0 0 0 0 0 0 0 0 0 0
0.176425907021525 0 0 0.0666666666666667 0.133333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0666666666666667 0 0
0.161907683279764 0 0 0 0 0 0 0 0 0 0 0 0.0909090909090909 0 0 0 0 0 0 0 0
0.167583872527574 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0666666666666667
0.158839013274781 0 0 0 0 0 0 0 0 0 0 0 0.0555555555555556 0 0 0 0 0 0.0555555555555556 0 0
0.142519453536918 0 0 0 0.08 0 0 0.04 0 0 0 0 0 0 0 0 0.04 0 0 0 0
0.160357871134612 0 0 0 0.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0625
0.154135960390495 0 0 0 0.0666666666666667 0 0 0 0 0 0 0 0.133333333333333 0 0 0 0 0 0 0 0
0.164886154684343 0 0 0 0.37037037037037 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.140559621912654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0476190476190476 0 0.0952380952380952
0.164533332125073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.146327861697743 0 0 0 0 0 0 0 0 0 0.111111111111111 0 0 0 0 0 0.0555555555555556 0 0 0 0.111111111111111
0.141438333417986 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0
0.140738516493587 0 0 0 0 0 0 0.0303030303030303 0 0 0.0303030303030303 0 0 0 0 0 0 0 0 0 0
0.162549362569198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.170643357371833 0 0 0 0 0 0 0 0 0 0 0 0.0666666666666667 0 0 0 0.0666666666666667 0 0 0 0.0666666666666667
0.1946507448467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.152378850324919 0 0 0.0769230769230769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.282148247130954 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.257454247826368 0 0 0 0 0 0 0 0 0 0 0 0.0833333333333333 0.0833333333333333 0 0 0 0 0 0 0
0.239276748036964 0 0 0 0 0 0 0 0 0 0.0833333333333333 0 0 0 0 0 0.0833333333333333 0 0.0833333333333333 0 0
0.138637548333891 0 0 0.0625 0 0 0 0 0 0 0.0625 0 0 0 0 0 0 0 0 0 0
0.187767584097859 0 0 0 0.222222222222222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.143763136620857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0434782608695652 0.0434782608695652
0.141096570486725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.137999906377268 0 0 0 0 0 0.025 0 0 0 0 0 0 0 0 0 0 0 0 0.025 0.025
0.137716483927237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0555555555555556 0 0
0.183115369674997 0 0 0 0.0769230769230769 0 0 0 0 0 0.0769230769230769 0 0 0 0 0 0.0769230769230769 0 0.0769230769230769 0 0
0.191026140818227 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.159315255648146 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.136569983961726 0 0 0 0 0 0 0 0 0 0.125 0 0 0 0 0 0.0625 0 0 0 0
0.149323191845972 0 0 0 0.0952380952380952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.153725672569012 0 0 0.0384615384615385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.135365088220936 0 0 0.0666666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.157754252623959 0 0 0 0.0555555555555556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.160651158932004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.185268913865647 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.141605244940343 0 0 0 0 0 0 0 0 0 0 0 0.0769230769230769 0 0 0.0769230769230769 0 0 0 0 0
0.234741308254625 0 0 0 0 0 0 0 0 0 0 0 0.0909090909090909 0 0 0 0 0 0 0 0
0.137561674863583 0 0 0 0 0 0 0 0.0625 0 0.0625 0 0 0 0 0 0 0 0 0 0.0625
0.15230031220402 0 0 0 0 0 0 0 0 0 0.0869565217391304 0 0 0.0434782608695652 0 0 0 0 0.0434782608695652 0 0
0.135810821379968 0 0 0 0 0 0 0.0454545454545455 0 0 0 0 0 0 0 0.0454545454545455 0 0 0 0 0
0.332811780947998 0 0 0 0 0 0 0 0 0 0.388888888888889 0 0 0 0 0 0 0 0.0555555555555556 0 0
0.146266037202513 0 0 0 0 0 0 0.0454545454545455 0 0 0.0454545454545455 0 0 0 0 0 0 0 0 0 0
0.151291980075698 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.156723240552161 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.146674800674445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0714285714285714 0 0
0.151727435429534 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.136872658731102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.143535280058194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.15746832665042 0 0 0 0 0 0 0 0 0 0 0 0.0625 0 0 0 0 0 0 0 0
0.183106313441813 0 0 0 0.0555555555555556 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0555555555555556 0 0
0.138535532156582 0 0 0 0.0526315789473684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.140357968138876 0 0 0 0.0588235294117647 0 0 0 0 0 0 0 0 0 0 0.0588235294117647 0 0 0 0 0
0.221851225151449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.133497108029106 0 0 0 0.0625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.168451671965901 0 0 0 0.111111111111111 0.0555555555555556 0 0 0 0.0555555555555556 0 0 0.0555555555555556 0 0 0 0 0 0.111111111111111 0 0
0.147430235714317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.18023408940066 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.149376559693371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.133298720766369 0.0555555555555556 0 0 0 0 0 0 0 0.0555555555555556 0 0 0 0 0 0 0 0 0 0.0555555555555556 0
0.169343159815902 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.188417721868494 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0.0666666666666667
0.141580561766931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.172324381263959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.16336842914233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.133263020874175 0 0 0 0 0 0 0 0 0 0.0714285714285714 0 0 0 0 0 0 0 0 0 0
