"error" "Schneider.lag1" "Schneider.lag2" "Schneider.lag3" "Schneider.lag4" "Schneider.lag5" "Grantham.lag1" "Grantham.lag2" "Grantham.lag3" "Grantham.lag4" "Grantham.lag5"
0.169109195402299 3.471487 4.135179 3.97145 2.972139 3.284373 116805 135195 111891 83298 119516
0.16734944289418 6.234783 5.499062 4.114844 5.643695 4.402547 244581 254665 234144 167355 174653
0.193426949507021 10.092435 9.593096 6.866441 6.925525 8.814202 462145 313853 321213 267974 391276
0.258934134470059 2.352066 2.237279 1.847801 1.757683 1.872402 86065 95544 56337 48183 65511
0.265485491071429 2.921866 3.491074 2.69558 2.30183 0.634648 91399 134747 70982 30152 42985
0.214192007707366 1.822471 2.611072 2.119106 2.498628 2.334266 94148 89428 60812 79504 77299
0.162930049908475 4.188803 4.736177 3.550111 3.184465 3.676285 163836 203058 125541 80928 116345
0.169202745447161 5.76954 6.828373 4.709362 3.383842 5.842053 180492 222099 98848 86244 201076
0.180555129849942 5.89627 6.566182 7.04679 7.246238 4.962123 153860 132281 152097 143446 115174
0.159261233698004 7.628557 8.412885 6.154647 6.923705 6.481238 220261 276676 214851 207890 229621
0.16849330777674 5.949152 5.986127 4.912119 6.268862 6.331544 202890 195299 171140 224765 232954
0.16089118602921 4.746257 5.620907 3.976788 1.90264 3.268094 143983 192263 115736 38042 99325
0.172019802894851 4.425232 7.556694 5.422731 3.436627 4.140711 155057 185788 120090 109970 137998
0.158717657237524 5.310163 5.414989 4.624147 3.747354 4.288096 185306 225916 166403 164252 177324
0.200732219626627 6.915961 6.437993 4.790895 4.820383 3.380359 125695 130687 108156 85656 78501
0.18939981136128 4.11223 5.66437 3.691562 3.474788 3.599315 177322 217137 122781 102399 137570
0.165754371047457 3.021488 2.632286 2.112963 2.168213 2.676017 111030 99045 40207 62186 99051
0.164683168719262 6.429012 6.117351 7.313359 6.094116 6.008316 182687 218270 190785 180185 217619
0.180572712961187 6.001353 6.216351 6.378766 4.256579 4.080238 184077 246680 182154 132098 120213
0.191594010614102 8.292137 6.322757 6.063029 4.577956 4.118739 203128 146162 126451 110169 126209
0.165533009899692 4.493746 4.413595 3.247603 2.647832 3.326988 176484 212460 121179 106199 165615
0.205824143313304 3.384637 4.619753 2.758078 2.270094 1.72892 114241 122622 53495 59368 76024
0.206102652259332 2.871668 3.863176 2.868359 2.510813 2.76145 89254 144904 121534 90884 81765
0.157206586604324 7.079994 4.840308 6.115764 4.475911 4.468287 189157 143000 149424 83683 128084
0.169838283479548 6.043382 5.953083 4.471299 4.971768 4.611625 135828 124107 103736 100457 100585
0.209004302876736 4.371209 5.372546 4.47201 3.59296 2.743753 197495 209848 150036 146572 135641
0.194819721241477 4.390153 3.979775 3.27559 2.677116 2.607959 136186 138776 115275 69945 67511
0.168325152961743 4.968014 4.216363 2.890177 2.937251 3.190447 219501 140454 112336 123574 109753
0.181889731539655 4.31797 3.545974 2.835002 3.259072 2.239501 155156 105109 109200 128428 67693
0.163849751786278 6.005156 8.654396 6.901794 1.981648 4.043866 142567 193472 157190 83071 109109
0.156188017135145 8.844216 8.646714 8.024229 5.45413 5.963161 245321 295614 205091 188078 222873
0.169265449420315 4.675715 4.943166 4.686932 2.943742 4.477447 171944 214158 174949 62552 153709
0.161282884224068 5.072954 6.389583 4.628342 4.834312 3.783786 171446 224422 113576 117010 118455
0.181008157098319 3.791616 4.50463 2.966263 3.102365 3.522092 142574 190589 126141 109142 155085
0.166653312360043 5.63407 4.23509 3.945845 4.541444 4.536964 181318 212487 96567 149665 153801
0.171438996420753 6.178417 6.902974 3.704279 5.410609 4.513505 225490 279366 149504 180863 182381
0.17590392596522 5.464088 4.514915 3.54375 3.248784 3.708621 174581 153090 87095 127041 140453
0.154792524847147 5.126793 6.757795 5.981799 5.250921 4.174803 209124 220284 172310 120714 179261
0.187183586464162 5.560084 7.276238 7.046469 4.054461 4.650611 135057 192123 201328 122458 122021
0.193993899128306 6.040318 8.551025 6.425087 4.411192 4.632719 166746 200674 127508 117979 150687
0.169244426823645 9.204033 9.563766 4.990024 5.648402 5.603769 218600 260871 141293 87506 159124
0.198028651211642 5.909308 6.801807 5.561631 5.456219 5.70082 152535 158706 92030 87854 138477
0.153077037466052 9.809622 8.367977 7.289368 5.155973 8.170339 269702 336425 272270 153159 271938
0.236859973083405 5.590764 6.982017 3.412422 4.038963 4.652565 122462 161456 76070 66114 92117
0.183607051520561 5.922289 6.518839 3.784231 3.199723 4.500237 119092 163782 115189 92118 86752
0.155587026879978 6.069154 6.336442 5.207257 3.619483 6.127815 193987 220945 174242 136047 165444
0.151245738774715 6.098182 5.276764 3.44635 4.502798 4.998625 146888 164185 95355 99906 143598
0.161249781521278 4.494348 3.934445 3.632501 3.206516 3.859791 151325 120699 105073 100721 125435
0.180166103996354 5.915921 6.515684 4.45791 2.413613 2.71391 228690 222610 112122 102904 142903
0.151088643623156 7.785565 8.487205 7.4133 4.502977 4.417874 216160 211895 148205 152562 125821
0.156766915767212 2.097262 2.483954 2.62698 2.622402 2.478223 80141 84895 99605 91580 87516
0.159186335993526 10.783309 10.592588 9.048844 10.947886 10.270904 302231 279387 207065 286814 263541
0.194489275962524 5.133465 3.321207 3.332694 3.776995 2.604076 130614 86826 56848 103443 59374
0.176064240774127 5.170264 6.167243 4.11225 4.416762 3.743369 149740 195358 144129 135898 106417
0.171919783645855 4.505682 3.374213 3.837061 3.85567 3.058671 136672 78323 97455 98621 62758
0.267618960840523 5.204476 4.189482 2.702925 3.163572 2.170519 115041 109602 66634 67464 76202
0.156865967859241 7.933956 9.373645 5.559451 7.406315 8.173532 260827 284355 196165 257225 219626
0.1624373714354 9.219087 7.321842 4.9433 7.825217 5.884728 240897 164175 195681 140234 182405
0.186271193917915 5.670655 5.874802 6.400289 5.206237 4.938091 129927 132615 136635 152520 142719
0.197293220524758 4.823802 5.170038 1.73548 2.699931 3.214969 94129 118471 46687 36502 56023
0.169779447964986 5.769534 6.849926 6.156964 6.913147 4.540705 203561 242709 228768 211219 218134
0.22779718686393 3.521643 4.832936 3.729411 2.474111 2.985824 95931 124957 87559 41707 62150
0.162694417442022 3.578304 3.255541 2.908938 2.389748 1.678639 134415 90816 87423 84158 44168
0.150480968287849 7.168017 5.532928 8.270936 8.416756 8.521297 238402 199508 225124 239724 239611
0.161353401023573 4.920054 6.07175 5.563258 5.675958 5.234453 149988 172582 164622 142591 128960
0.163097812289349 6.997067 7.805505 3.968934 4.818139 7.536603 206618 263319 83214 137153 224976
0.147210188464457 7.595387 7.212686 6.327375 6.196985 8.196237 208008 228291 204774 222543 262211
0.203676478655359 3.116433 2.009571 1.830107 2.19426 2.030245 137053 122626 119422 126442 127779
0.191870893705448 3.804379 3.856242 3.371154 3.047331 3.455985 127259 113528 105953 71769 97137
0.345704354975847 4.291244 5.31588 2.774174 3.456475 4.602544 92820 88407 55867 85417 66526
0.172837313642099 4.912648 6.292009 3.680813 2.575582 4.023448 166181 138049 82498 78304 105470
0.143769881082931 5.844708 4.317761 4.481302 4.665873 5.129611 150432 137463 117271 105457 131365
0.143823327508737 3.9437 3.726215 3.913026 2.880658 3.000384 118437 107387 129550 110785 102885
0.141750108164905 6.967744 6.539914 5.82297 5.72545 5.194549 288701 228625 241644 214662 205589
0.146977972366135 9.698173 6.969547 9.643126 7.034033 6.894251 246999 182364 250184 198117 184608
0.204588481745774 5.206061 4.945122 3.693395 3.63576 4.059009 145676 127525 108399 101347 100107
0.176425907021525 6.030068 7.958583 3.950234 3.543617 4.004037 130895 170785 110342 91877 104009
0.161907683279764 4.093502 3.746361 3.16361 2.337257 2.686454 120216 103683 63633 52252 72178
0.167583872527574 3.343835 4.256053 2.735102 3.592336 3.264043 105524 156566 135643 132711 87619
0.158839013274781 5.047977 4.077148 4.247754 4.008313 4.073995 277233 300014 282235 197074 162495
0.142519453536918 10.172053 9.546432 9.10328 7.545721 9.74867 276174 310183 239689 273674 313357
0.160357871134612 3.840164 5.287123 5.943778 6.417254 7.513228 116441 146990 120036 103608 154645
0.154135960390495 3.793138 4.64174 5.416212 5.411842 5.158364 118264 119846 122937 135623 147570
0.164886154684343 5.856066 5.527335 3.193702 5.247664 3.973358 155814 119984 76265 140066 99899
0.140559621912654 6.173204 6.474454 5.013755 3.598359 4.999137 194097 218234 144449 124279 195967
0.164533332125073 3.816261 4.581342 3.895918 3.83626 2.857135 143652 114931 77310 112284 82756
0.146327861697743 7.80976 4.413368 6.520532 6.118709 4.439615 228925 141060 176662 175578 120516
0.141438333417986 10.290116 8.052545 9.608037 6.996692 5.554407 316651 281250 276117 187677 211448
0.140738516493587 7.927698 7.497202 7.951566 6.996316 5.944449 350835 359192 391682 296235 299223
0.162549362569198 2.861144 2.488371 2.796845 3.226029 2.714509 83970 82853 61701 80575 53190
0.170643357371833 4.361528 5.891584 5.447965 4.400441 3.199306 93254 123901 126269 103830 116486
0.1946507448467 4.466476 1.751972 3.186783 1.718723 3.151186 123716 82530 59668 41653 94205
0.152378850324919 3.946457 4.527079 4.535171 3.822905 4.802115 109697 113624 99177 110928 127781
0.282148247130954 4.976834 2.915091 4.117369 2.62447 3.761967 137092 139438 82794 73267 102531
0.257454247826368 3.11455 3.403086 3.432789 3.554786 2.541385 143468 123249 93776 109242 91787
0.239276748036964 5.225069 2.873834 4.455709 2.32432 2.240816 124882 86563 100848 72604 67279
0.138637548333891 4.136744 4.222994 3.524605 4.290205 3.432007 163860 196151 178748 130149 96661
0.187767584097859 5.921028 7.117744 5.535157 5.744017 5.780541 146727 145802 107138 84638 117850
0.143763136620857 4.949537 5.192713 5.003201 4.545734 5.031552 246408 244846 195533 152942 170828
0.141096570486725 5.09142 3.82485 4.479034 2.7564 4.239901 186439 161500 133308 56553 149758
0.137999906377268 9.05261 7.327431 7.234273 6.606323 7.989653 389245 334872 308211 259463 326651
0.137716483927237 5.042434 4.859361 4.085224 3.589902 4.151659 238060 212151 154646 145068 172454
0.183115369674997 3.515238 3.834678 3.728163 4.525336 4.372467 116696 116213 103055 110562 109257
0.191026140818227 3.0842 3.232611 2.492678 1.229037 1.626075 86892 95731 44401 28739 37742
0.159315255648146 3.813606 4.305608 3.30834 1.735373 2.416266 153356 204041 129842 49519 100803
0.136569983961726 5.176986 4.952399 5.179061 1.822524 3.535154 161841 147514 160921 81697 124512
0.149323191845972 7.971635 9.793537 3.77629 6.640592 9.51885 197831 240023 97805 163613 209166
0.153725672569012 9.031205 9.192948 6.238823 6.031883 6.695641 227900 241641 196495 154221 190786
0.135365088220936 2.747348 2.856825 1.98351 1.718928 2.302447 157032 155103 116234 69507 125188
0.157754252623959 6.752602 7.617776 5.785964 4.936103 6.100271 174681 162671 122252 108798 142107
0.160651158932004 4.187762 4.350944 2.171133 2.452729 2.844298 94294 106434 85299 61152 84624
0.185268913865647 4.186974 4.853955 5.510437 6.101801 4.372614 152768 124823 139404 119027 109686
0.141605244940343 2.898352 3.237466 1.790313 1.754751 2.682378 114625 117232 45799 55152 99436
0.234741308254625 2.687823 3.100241 3.129235 2.335104 2.854931 101633 67375 66146 19538 70267
0.137561674863583 1.838465 2.638321 2.762561 2.730457 2.233981 142043 177713 168816 177349 123721
0.15230031220402 5.34817 6.046388 5.330564 4.413955 3.706022 183324 216821 167586 120559 167899
0.135810821379968 5.415852 6.967959 7.709477 6.769868 6.135927 183758 227171 209782 198531 198748
0.332811780947998 6.088402 4.076101 4.961701 4.397503 4.243281 84377 42503 83813 61854 79228
0.146266037202513 7.084383 6.86362 5.540349 5.321961 6.487062 233249 215257 134334 146968 166808
0.151291980075698 8.393744 5.820743 7.115436 3.766603 6.519074 196659 202756 174203 94840 150111
0.156723240552161 3.255866 2.821128 1.915953 1.649524 1.824541 148185 130476 77527 60739 77907
0.146674800674445 7.780919 4.193764 5.745832 4.807616 3.138927 184712 106615 142728 125525 56996
0.151727435429534 5.285922 3.873681 4.365979 3.631587 3.424364 173071 148948 125624 96600 152956
0.136872658731102 5.811983 5.283019 4.094274 6.248219 3.93171 245257 183211 111724 213975 109874
0.143535280058194 3.556248 4.116831 3.482737 3.310306 3.104694 107033 124460 94143 79645 86469
0.15746832665042 5.898226 6.44879 6.778246 4.877009 4.321217 142250 145751 127713 101368 100128
0.183106313441813 7.450417 7.241422 6.880528 6.973157 5.981182 177399 168377 159989 166962 152594
0.138535532156582 3.983118 5.235412 4.164397 3.470081 3.737115 138597 184341 92583 98049 139483
0.140357968138876 6.556268 5.886084 4.190094 6.486565 4.630161 202763 173445 109151 153268 144760
0.221851225151449 3.26351 4.763843 3.061376 0.916186 1.382069 83233 129790 81152 12551 34970
0.133497108029106 5.900482 8.578936 6.777399 1.88761 3.951937 129831 184920 149499 74221 110373
0.168451671965901 6.2902 6.398706 6.756615 6.388056 5.801664 116156 136273 141653 114432 116090
0.147430235714317 3.851753 3.859226 1.973129 2.654771 2.84046 134045 133597 33980 81187 101980
0.18023408940066 6.744268 6.686019 7.543248 5.778933 7.541107 250319 237399 218050 164755 167576
0.149376559693371 2.415538 3.319539 3.093221 2.951729 2.399942 78331 97006 87221 80623 58290
0.133298720766369 5.635604 6.522 4.276134 3.848368 5.040134 119602 156626 88567 40442 110693
0.169343159815902 2.390922 3.01304 2.50644 2.630624 2.815695 194560 170115 81028 145594 125974
0.188417721868494 3.884589 3.585744 2.368053 3.964939 2.82934 81810 78142 77961 108656 74919
0.141580561766931 4.689476 4.051572 4.904872 4.637453 3.246846 107799 142043 128526 85553 90585
0.172324381263959 7.406071 6.550198 3.956459 4.63635 4.902627 193063 156540 65470 107356 119859
0.16336842914233 6.306308 5.488382 5.092868 6.306493 5.230896 185927 147485 136493 136120 102286
0.133263020874175 4.808287 5.454371 3.655863 3.866131 4.766601 115985 128079 122794 133357 140969
0.153530893908071 7.549029 6.606622 4.412927 6.126609 4.14616 176425 176004 104563 87905 135930
0.13187991839114 7.487925 9.130328 5.921424 5.245648 7.720067 232638 303032 134359 168885 253885
0.202609298765904 3.890014 4.045459 3.259241 0.157139 2.535057 87008 138827 58269 14606 56795
0.151109366496864 12.934455 13.063553 13.299154 10.80362 10.737058 343237 345545 384988 288262 272385
0.165761002594605 8.505601 10.903243 9.272744 6.334427 5.932337 277960 245117 220184 164985 181035
0.145166843106372 2.698804 3.231233 3.168257 2.875689 2.967029 86753 124853 88488 67485 80360
0.131761800176641 5.62636 6.165995 4.851834 4.45272 4.104235 265042 276328 242687 226140 224327
0.175314403846455 7.806666 6.221665 6.603893 8.228947 2.300015 189733 152120 167958 210317 91836
0.158917355959519 5.952605 5.581446 5.613951 4.261918 2.850538 167421 150687 141383 129233 64831
0.131233092302814 4.684953 5.782816 5.422079 6.334671 6.010568 145195 225159 165860 180328 208352
0.194113161861857 5.013721 3.021042 4.942109 3.229476 4.571143 102726 76654 94665 74976 110070
0.177500612438357 4.266277 3.250354 1.520389 1.69845 1.505491 109922 67989 40081 54293 36488
0.167200409593318 4.668372 5.836324 3.640765 2.724932 3.778427 133709 141917 65970 89636 85350
0.180516411568313 4.248313 3.094611 3.00442 2.745961 1.298323 98274 86467 111491 83370 28178
0.146332666212145 5.98311 8.316462 5.244356 6.251084 8.415262 133158 189339 124844 117220 166321
0.220927838475077 2.804051 3.031398 1.006196 2.09374 1.589492 72943 80831 24405 37315 40850
0.216546297927309 3.469013 3.675941 1.779711 0.787877 1.90353 91578 84917 24114 31880 55650
0.128857632160429 5.4146 5.597947 4.670237 2.853434 3.085137 151545 196019 105536 31898 128930
0.172147514898131 5.774313 5.611492 5.601149 6.014312 4.901968 173284 193755 188224 213040 166065
0.142495285685313 7.994993 6.723003 7.204831 6.734801 4.564999 278161 295530 257783 185744 199478
0.133978624886681 5.086045 6.865169 6.479265 5.970359 5.978684 139373 163569 137075 131463 144173
0.143079308951742 6.55503 5.51429 5.655242 5.229756 4.772246 254403 244200 241674 208693 243453
0.199302414300507 4.159068 4.414985 4.886076 4.488796 4.030026 104995 120446 82317 61699 75889
0.127856862493636 3.708195 4.303312 4.067325 3.585854 3.24286 155559 179209 116429 102391 121160
0.126715859464594 3.644621 5.111488 4.865955 4.514695 5.73008 164784 212826 180063 113827 183492
0.126238568910522 4.734511 4.725602 4.704885 3.923545 4.351366 228350 215843 234271 172421 223677
0.127617420741243 12.690006 10.657814 9.671725 7.182597 11.339325 375112 307661 251011 228320 268501
0.154361972402981 11.644553 10.346819 8.657655 8.678215 8.738567 288413 268285 188459 258097 207342
0.173510715196871 5.309184 6.91298 3.762093 4.047469 5.194048 134900 208332 106008 78550 141726
0.126727142590403 3.796904 3.921821 3.438596 3.018652 3.173402 204105 165018 166837 135552 133572
0.126566484234094 6.013802 6.356302 6.24603 5.222324 6.519595 218459 243233 215114 146034 211121
0.132765308328269 2.573464 2.936065 2.306809 3.100741 3.194695 33736 56143 78800 107476 107362
0.146109792498292 6.015583 5.487664 4.142422 2.589463 4.978768 229602 191566 181142 110133 163166
0.143355961644127 3.507634 4.624606 4.952704 2.720808 3.740966 131707 196856 155864 101968 126630
0.163774733637747 5.043725 5.465583 3.804237 4.93162 5.040576 157023 112881 118319 117414 118071
0.247207374402785 2.946804 2.338378 2.301445 1.984139 1.813822 161031 184407 109618 132461 135591
0.174374025298908 4.362038 4.013574 3.783001 2.664334 3.444265 131971 113653 83994 95087 101329
0.133774190330518 11.037765 10.187184 8.935768 8.595116 7.614501 237038 270276 252919 216873 251547
0.169192410669669 4.773817 6.013499 5.15893 2.697685 2.89064 124197 161372 128965 60334 82023
0.135526099370342 5.257312 5.245961 4.509591 3.613738 4.081849 191246 225538 160949 149553 160530
0.134456701484102 4.493057 3.215125 2.385219 1.70182 2.849524 127102 116052 60773 53298 76977
0.207493878185611 2.434504 2.717116 2.371168 2.214979 2.552775 96042 111629 74508 59502 95967
0.139514720042524 4.185264 4.576821 3.429641 4.377256 3.939881 102391 108792 83187 98726 101918
0.148358228353401 4.502162 5.708723 3.565598 2.503518 3.90025 152091 177265 92103 39576 132583
0.14269423239465 5.778933 6.301429 3.49786 4.374518 5.392037 165441 139042 86129 114705 113679
0.177799946497838 2.906481 1.892176 2.309375 1.851717 1.920942 110184 100451 89877 36979 51877
