"error" "CIDH920105.lag3" "DAYM780201.lag3" "DAYM780201.lag5"
0.626888018973055 0.1762451436623 0.0536207298007516 0.201462309267497
0.895312332254651 0.536546537743955 0.282666050416932 0.722013596009782
0.502765817979467 1.03219146266801 1.15269661107087 1.15272562122467
0.355489771878633 1.0001256719221 -0.0264987386138227 -0.269968738164473
0.36055936399513 0.2967886281547 0.111550830974252 0.343884470292697
0.604851930656807 0.359292167859763 0.587971025257986 0.543545104987129
0.47075035270186 0.122063522866612 0.200066118461173 -0.0109576906041176
0.338647071844169 -0.063143018881267 -0.0875759345919372 -0.357215761687423
0.321478629187524 -0.248206209959424 -0.224753018660813 0.53905161733459
0.318734014111947 -0.180032620937528 -0.187295542823077 -0.174474830925233
0.344332510676292 0.508936207367757 0.295418996326038 0.301126031324194
0.356665023911218 -0.222680972404582 -0.201603533165149 0.151535217339134
0.302305565074634 0.0691111573918978 -0.021607256340632 0.210818392486889
0.293402288540232 0.470319252504152 0.300991371490138 0.546328046499668
0.274052365263781 0.388149603999458 0.110657177154376 0.0700294847118378
0.278152044359227 0.182779211845259 0.715350395747878 -0.342105263157895
0.248512693872337 0.621985419533506 0.0679030176979221 -0.0561750149247986
0.286883658069602 0.0346902452091357 0.108209601941186 0.143215475571475
0.297665845355202 -0.040534055995142 0.0828815351105248 -0.108958390681942
0.247869764809458 0.196355524884748 -0.140650893511438 0.0107345266375077
0.263859090149929 -0.261591152898568 -0.148304350337975 0.321711248483448
0.236188871060216 0.184770503358668 0.305283271601373 0.232655940069714
0.273788031219709 -0.135274657499851 0.332375257573131 0.3200124350393
0.310549287224467 -0.167899021781439 -0.0787754237404704 -0.162799057651447
0.353116362124214 -0.164998401342116 -0.0442672726455726 0.242860169083522
0.330845813917499 0.281115051467027 -0.0754392384180353 0.328336673821682
0.225156358582349 0.189717352921805 0.862824394880143 0.894897323807139
0.223726312519416 -0.169085577784233 -0.469363240703294 0.156224810104295
0.224118725351865 0.0812937188672511 -0.0817064192186968 -0.109142730091369
0.273610645732612 0.159630610052273 0.263487543032696 -0.095223422625353
0.23273461744467 0.571841144970469 0.193395429053179 -0.0219563040422135
0.250134149667045 0.0899284385044974 0.239400183591067 0.103549213318697
0.220324675832206 -0.177520988407963 -0.357099025190769 -0.157803950050758
0.301727288361494 0.220200460054409 0.253339165696898 0.0881622277427927
0.213718380885084 -0.260990888617414 0.0831808757165504 -0.0346581221270699
0.264907800874802 0.458702767987174 0.204612688522793 0.105249152218937
0.227433190366216 0.31889052230466 -0.0686999945189322 -0.0403048335337891
0.215511940245894 0.0139612757197386 0.15529172363767 0.158321909954009
0.242876652391244 0.395970935864407 0.157845071978577 0.23352466528237
0.212789279005364 -0.453343481779657 -0.19258904671118 -0.0360506095095035
0.243263469739307 0.27592951556114 0.384784260744744 -0.174313619761075
0.357762878168438 0.448170985049764 0.134601047074326 -0.301310814540927
0.244798168486613 0.252440794103448 0.124027056082124 0.0502115148830724
0.213340980245042 0.124045505348753 -0.0251378537819114 0.287549279345455
0.257652776361721 -0.130175454370151 0.0831827097931438 -0.263517373749045
0.20276978642234 0.232808601350924 0.11174737385855 0.0990493063980848
0.282388945562459 0.333006798114707 0.237042046583495 0.114009811851253
0.345250861998751 0.306493016862641 0.271042590009602 0.436343328133726
0.217785267996895 0.547473914454097 0.289384884335489 -0.0868189958980879
0.303503365744203 -0.0701337648910512 0.251874961216921 0.190173567838366
0.198335144380328 0.239181174245129 0.0685192674331272 0.0437007722379495
0.287779245358538 0.155197253185265 0.212442467309878 0.217499780675007
0.374720192465743 0.150271569957749 0.486057349740982 0.502836246611161
0.25223618128652 0.397617841660294 0.232221931467139 0.32640694308035
0.285127974231981 0.370645613002653 0.444675538095147 0.219367129298379
0.190980682297981 -0.00512201406162883 0.0470853313305225 0.347540778400447
0.209693723049889 -0.00133263166892558 0.16256738043092 -0.262522387197412
0.283257861053994 -0.214418542225171 0.255815169097276 -0.0977911298553745
0.215401712179845 0.0690060823023233 -0.145165328249273 -0.0883873959152716
0.237745181564586 0.347232782505056 0.0757987174302385 0.0383085870549044
0.271943560565955 0.204835002996307 0.774939967498749 -0.107024371626602
0.189203700965706 -0.0127907373497868 0.309996928887011 0.238282161067995
0.228533691810183 0.111422206598752 0.0827218980491845 0.26288828547769
0.20284030681657 0.129015013925273 -0.0201522222436199 -0.18422565744768
0.227647416872313 0.878338475872125 0.283602679986065 0.272729023436748
0.264983029776279 -0.204183815121966 -0.165246403605061 0.0467258523183188
0.188328315926944 0.124144490913894 0.21040715812583 -0.268704142353689
0.184677419354839 0.0103610801893505 0.156649060979331 -0.0561127102640694
