@relation errorPredict

@attribute sequenceLength real
@attribute NumberOfConsecOccurPolar real
@attribute NumberOfConsecOccurHydro real
@attribute NumberOfConsecOccurCharged real
@attribute MGYM real
@attribute MQ[NH]W real
@attribute WC[IS]Y real
@attribute WHC real
@attribute WW real
@attribute C[HS]CC real
@attribute CTHC real
@attribute WG[PS]W real
@attribute WN[IM]F real
@attribute PPPP real
@attribute GGG real
@attribute hydrophobic real 
@attribute charged real
@attribute polar real
@attribute errorPercent real

@data
29,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.413,0.241,0.275,0.154362
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0.200,0.334,0.173511
18,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.612,0.112,0.223,0.126727
27,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0.444,0.111,0.296,0.126566
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.273,0.182,0.132765
16,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.374,0.312,0.248,0.146110
16,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.311,0.312,0.312,0.143356
15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.267,0.401,0.163775
13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.154,0.385,0.247207
16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.437,0.186,0.312,0.174374
32,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.280,0.250,0.405,0.133774
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.267,0.267,0.267,0.169192
17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.471,0.294,0.236,0.135526
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.400,0.000,0.134457
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0.077,0.539,0.207494
13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.462,0.308,0.154,0.139515
14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.285,0.285,0.427,0.148358
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0.285,0.356,0.142694
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.200,0.200,0.177800
22,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.452,0.408,0.090,0.132015
16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0.124,0.374,0.161623
14,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.571,0.285,0.142,0.164385
17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.589,0.177,0.177,0.123100
18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.223,0.167,0.124744
37,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0.135,0.297,0.159630
10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.300,0.500,0.100,0.194145
17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.236,0.353,0.354,0.172892
16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.561,0.124,0.249,0.156252
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.693,0.077,0.231,0.126888
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.416,0.249,0.166,0.179790
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.637,0.273,0.091,0.121552
20,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.100,0.300,0.124756
16,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.374,0.187,0.313,0.122178
17,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.472,0.236,0.236,0.172971
18,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.390,0.334,0.279,0.168097
16,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.374,0.375,0.186,0.141409
18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.112,0.557,0.164219
18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0.223,0.502,0.196775
23,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.390,0.129,0.303,0.173717
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.267,0.333,0.334,0.194836
15,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.601,0.200,0.134,0.131275
39,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0.384,0.128,0.410,0.131541
20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.250,0.300,0.132958
16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0.062,0.499,0.133125
12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.332,0.333,0.332,0.246434
45,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0.534,0.111,0.243,0.121525
18,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.555,0.279,0.167,0.150018
19,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.474,0.211,0.317,0.126267
20,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.200,0.300,0.121416
16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.561,0.124,0.249,0.137242
19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.579,0.053,0.370,0.120931
13,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.693,0.308,0.000,0.182588
19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0.211,0.369,0.171023
25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.520,0.080,0.320,0.124287
18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.056,0.334,0.120304
25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.360,0.080,0.480,0.138181
10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.400,0.100,0.186479
17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.471,0.294,0.118,0.149326
15,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.333,0.334,0.268,0.173923
20,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.450,0.200,0.350,0.123430
12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.249,0.250,0.151849
22,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.454,0.181,0.181,0.195438
22,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.498,0.135,0.271,0.119704
18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.556,0.167,0.278,0.119754
21,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.475,0.286,0.192,0.120071
14,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.498,0.213,0.285,0.120681
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.416,0.333,0.166,0.169718
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.154,0.308,0.119959
10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.300,0.200,0.197883
16,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0.250,0.375,0.126849
9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.333,0.222,0.172422
17,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.648,0.059,0.295,0.133755
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.222,0.222,0.182626
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.100,0.300,0.165943
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.222,0.222,0.179504
23,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0.216,0.347,0.122102
24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.126,0.418,0.146634
23,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.086,0.304,0.118796
30,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.166,0.433,0.139490
26,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.422,0.076,0.153,0.143549
13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.154,0.308,0.139265
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0.285,0.427,0.172657
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.166,0.415,0.205797
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.182,0.273,0.162112
15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.402,0.201,0.400,0.140913
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.750,0.166,0.083,0.144315
16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0.187,0.374,0.147017
17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.706,0.059,0.177,0.120131
9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.444,0.222,0.183268
16,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.437,0.249,0.186,0.136900
28,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.358,0.107,0.464,0.150925
10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.700,0.300,0.000,0.131128
19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.527,0.159,0.316,0.132779
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0.222,0.000,0.152514
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.231,0.154,0.146060
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.222,0.222,0.142843
11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.273,0.273,0.273,0.190807
15,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.533,0.267,0.201,0.131473
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.154,0.308,0.168336
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.400,0.200,0.148529
27,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.185,0.259,0.116179
12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.416,0.417,0.166,0.130022
17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0.236,0.236,0.142449
24,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.542,0.208,0.167,0.119480
14,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.428,0.213,0.286,0.140911
24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.167,0.335,0.115637
20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.150,0.250,0.132728
18,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.390,0.223,0.279,0.121685
14,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.427,0.214,0.285,0.149684
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0.308,0.385,0.214384
14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.213,0.285,0.129223
18,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.502,0.223,0.278,0.158580
14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.357,0.357,0.214,0.129388
11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.546,0.273,0.182,0.166943
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.166,0.333,0.216447
23,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.433,0.217,0.303,0.138450
13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.077,0.385,0.173247
22,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.363,0.317,0.226,0.126524
20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.200,0.300,0.124765
17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0.059,0.236,0.169080
15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.533,0.133,0.267,0.121490
17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.471,0.294,0.236,0.136783
14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.643,0.142,0.213,0.126202
15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0.067,0.401,0.145018
21,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.430,0.191,0.382,0.141307
19,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.422,0.264,0.211,0.125091
8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0.500,0.125,0.202620
15,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.334,0.267,0.121422
30,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0.300,0.267,0.366,0.136755
13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.385,0.308,0.308,0.136279
16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.312,0.312,0.311,0.202222
24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.251,0.167,0.501,0.128151
19,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.317,0.264,0.370,0.193347
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.364,0.364,0.273,0.197338
21,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.573,0.144,0.239,0.140406
18,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.447,0.278,0.224,0.124214
14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0.071,0.213,0.143849
13,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.462,0.385,0.154,0.138864
16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.124,0.310,0.112218
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0.231,0.154,0.149709
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.250,0.193697
25,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.480,0.080,0.320,0.134366
19,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0.106,0.370,0.117589
12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.582,0.333,0.083,0.110968
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.637,0.182,0.182,0.132834
25,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0.520,0.240,0.240,0.113364
34,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.559,0.176,0.235,0.126733
20,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.400,0.450,0.150,0.116792
19,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.369,0.158,0.474,0.110875
13,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.385,0.308,0.308,0.146788
50,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0.280,0.140,0.460,0.129763
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.700,0.200,0.100,0.121755
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.182,0.091,0.135368
10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.300,0.400,0.300,0.217989
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0.249,0.417,0.146203
17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.354,0.177,0.354,0.148396
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.273,0.091,0.168888
20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.450,0.050,0.300,0.111231
8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.375,0.125,0.154295
12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.417,0.333,0.250,0.154192
10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.600,0.300,0.100,0.153158
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.111,0.444,0.184380
16,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.560,0.062,0.249,0.121236
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.312,0.312,0.159104
12,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.416,0.417,0.166,0.113887
12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.499,0.416,0.083,0.130609
22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0.226,0.409,0.165305
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0.154,0.385,0.190442
14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0.071,0.570,0.202455
30,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0.333,0.400,0.200,0.129146
23,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0.564,0.173,0.172,0.117323
21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0.096,0.238,0.119161
19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.527,0.158,0.316,0.130009
19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.369,0.158,0.317,0.149581
14,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.284,0.499,0.213,0.160910
17,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0.353,0.353,0.294,0.112231
17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.413,0.118,0.472,0.112852
16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.437,0.312,0.124,0.126828
31,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0.549,0.129,0.322,0.122245
25,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.440,0.200,0.280,0.125325
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.213,0.427,0.155331
20,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.350,0.150,0.500,0.170011
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.401,0.334,0.267,0.137678
15,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.134,0.401,0.195968
13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.154,0.231,0.116395
14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0.356,0.214,0.108035
8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.125,0.375,0.232604
27,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.370,0.222,0.222,0.189919
48,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0.355,0.459,0.146,0.129797
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.364,0.091,0.109621
9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.444,0.222,0.185968
25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.520,0.160,0.160,0.121454
19,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0.632,0.369,0.000,0.110546
14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.641,0.071,0.142,0.124919
14,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.571,0.356,0.071,0.112713
29,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0.551,0.172,0.206,0.125099
19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0.211,0.212,0.121099
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0.166,0.083,0.209555
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.200,0.468,0.174463
21,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0.048,0.429,0.256344
13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.231,0.385,0.180423
17,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.412,0.294,0.236,0.249759
19,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0.528,0.211,0.211,0.106881
23,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0.303,0.260,0.107293
19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.527,0.106,0.317,0.131810
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.734,0.134,0.067,0.111777
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0.071,0.357,0.118430
17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.294,0.235,0.471,0.108016
10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.300,0.200,0.137894
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.364,0.364,0.173607
16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.186,0.374,0.249,0.157668
17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.354,0.236,0.354,0.132818
17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.531,0.177,0.236,0.142859
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.300,0.100,0.123799
9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.222,0.192570
13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0.077,0.308,0.137257
20,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0.550,0.250,0.150,0.118177
9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.111,0.333,0.150065
15,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.534,0.134,0.335,0.107353
18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.389,0.112,0.445,0.129215
15,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0.533,0.467,0.000,0.108186
19,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0.316,0.316,0.369,0.132303
19,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0.422,0.316,0.211,0.104811
10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.600,0.300,0.100,0.128158
16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.249,0.373,0.135299
20,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.250,0.300,0.125666
20,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.100,0.300,0.149541
10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.500,0.000,0.132910
26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.461,0.076,0.384,0.118606
17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.295,0.353,0.354,0.140173
26,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0.191,0.191,0.104334
29,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0.413,0.413,0.171,0.104671
19,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.421,0.369,0.159,0.148700
20,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.450,0.250,0.300,0.108480
15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0.267,0.200,0.112805
20,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.300,0.200,0.350,0.126941
16,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.437,0.249,0.186,0.143569
16,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0.312,0.249,0.134441
20,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.050,0.500,0.125827
16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.249,0.249,0.103974
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.154,0.231,0.135730
13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.154,0.462,0.206020
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.182,0.273,0.102675
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.213,0.357,0.211415
19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0.106,0.474,0.108168
16,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.250,0.312,0.375,0.166972
9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0.111,0.222,0.165544
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.154,0.385,0.188570
33,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.363,0.243,0.393,0.130888
15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.334,0.267,0.401,0.121635
16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.561,0.124,0.311,0.109304
12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.333,0.167,0.124339
12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.333,0.166,0.124323
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.300,0.200,0.300,0.214461
27,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.222,0.407,0.104189
9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.333,0.111,0.118423
12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.250,0.333,0.220981
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.083,0.250,0.114698
21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.429,0.333,0.144,0.115997
19,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.369,0.211,0.368,0.136288
28,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.393,0.143,0.391,0.107536
21,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.334,0.239,0.383,0.127883
15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.601,0.134,0.267,0.128236
19,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.475,0.264,0.106,0.139773
17,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.413,0.059,0.471,0.116132
25,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.560,0.080,0.280,0.114478
16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.187,0.312,0.120645
20,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.450,0.200,0.300,0.108263
10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.600,0.200,0.100,0.158283
18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0.223,0.279,0.129353
9,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.333,0.444,0.222,0.146902
22,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.409,0.090,0.454,0.116390
14,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.498,0.142,0.285,0.130084
15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0.267,0.468,0.255138
21,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.477,0.238,0.191,0.124371
25,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.360,0.160,0.320,0.103088
26,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.499,0.153,0.230,0.130454
21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0.143,0.478,0.149749
20,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.450,0.300,0.250,0.100758
22,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.589,0.181,0.227,0.134138
13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.077,0.539,0.185517
34,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.324,0.264,0.382,0.104418
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.200,0.300,0.183982
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0.111,0.111,0.124056
14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.570,0.142,0.143,0.139582
18,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0.391,0.389,0.223,0.134008
16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.311,0.249,0.436,0.120083
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.166,0.333,0.184582
15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.668,0.134,0.201,0.101231
15,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.134,0.333,0.534,0.122095
9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.444,0.444,0.000,0.153079
13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0.077,0.308,0.106501
