14,2,1,1,0,0,0,0,0,0,0,0,0,0,0.626888018973055
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0.895312332254651
29,4,1,2,0,0,0,0,0,0,0,0,0,0,0.502765817979467
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0.355489771878633
23,0,4,0,0,0,0,0,0,0,0,0,0,0,0.36055936399513
17,1,1,1,0,0,0,0,0,0,0,0,0,0,0.604851930656807
15,1,2,1,0,0,0,0,0,0,0,0,0,0,0.47075035270186
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0.338647071844169
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0.321478629187524
49,1,6,1,0,0,0,0,0,0,0,0,0,0,0.318734014111947
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0.344332510676292
18,0,2,0,0,0,0,0,0,0,0,0,0,0,0.356665023911218
17,0,3,2,0,0,0,0,0,0,0,0,0,0,0.302305565074634
22,1,4,0,0,0,0,0,0,0,0,0,0,0,0.293402288540232
24,0,3,3,0,0,0,0,0,0,0,0,0,0,0.274052365263781
13,0,1,1,0,0,0,0,0,0,0,0,0,0,0.278152044359227
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0.248512693872337
13,0,2,1,0,0,0,0,0,0,0,0,0,0,0.286883658069602
22,4,0,0,0,0,0,0,0,0,0,0,0,0,0.297665845355202
22,3,4,0,0,0,0,0,0,0,0,0,0,0,0.247869764809458
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0.263859090149929
21,1,3,1,0,0,0,0,0,0,0,0,0,0,0.236188871060216
19,1,3,0,0,0,0,0,0,0,0,0,0,0,0.273788031219709
17,2,2,0,0,0,0,0,0,0,0,0,0,0,0.310549287224467
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0.353116362124214
18,2,2,1,0,0,0,0,0,0,0,0,0,0,0.330845813917499
20,2,2,0,0,0,0,0,0,0,0,0,0,0,0.225156358582349
19,3,1,1,0,0,0,0,0,0,0,0,0,0,0.223726312519416
16,1,4,1,0,0,0,0,0,0,0,0,0,0,0.224118725351865
20,1,1,0,0,0,0,0,0,0,0,0,0,0,0.273610645732612
21,0,1,1,0,0,0,0,0,0,0,0,0,0,0.23273461744467
15,1,2,1,0,0,0,0,0,0,0,0,0,0,0.250134149667045
40,3,5,1,0,0,0,0,0,0,0,0,0,0,0.220324675832206
17,0,2,0,0,0,0,0,0,0,0,0,0,0,0.301727288361494
18,1,2,1,0,0,0,0,0,0,0,0,0,0,0.213718380885084
16,1,2,1,0,0,0,0,0,0,0,0,0,0,0.264907800874802
16,0,2,0,0,0,0,0,0,0,0,0,0,0,0.227433190366216
27,3,3,0,0,0,0,0,0,0,0,0,0,0,0.215511940245894
22,1,2,0,0,0,0,0,0,0,0,0,0,0,0.242876652391244
24,2,1,1,0,0,0,0,0,0,0,0,0,0,0.212789279005364
29,0,5,2,0,0,0,0,0,0,0,0,0,0,0.243263469739307
17,2,1,0,0,0,0,0,0,0,0,0,0,0,0.357762878168438
20,0,3,0,0,0,0,0,0,0,0,0,0,0,0.244798168486613
33,1,2,3,0,0,0,0,0,0,0,0,0,0,0.213340980245042
17,0,3,0,0,0,0,0,0,0,0,0,0,0,0.257652776361721
20,1,3,0,0,0,0,0,0,0,0,0,0,0,0.20276978642234
37,0,2,2,0,0,0,0,0,0,0,0,0,0,0.282388945562459
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0.345250861998751
21,1,3,0,0,0,0,0,0,0,0,0,0,0,0.217785267996895
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0.303503365744203
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0.198335144380328
23,2,2,2,0,0,0,0,0,0,0,0,0,0,0.287779245358538
23,0,2,0,0,0,0,0,0,0,0,0,0,0,0.374720192465743
20,0,2,5,0,0,0,0,0,0,0,0,0,0,0.25223618128652
18,0,2,0,0,0,0,0,0,0,0,0,0,0,0.285127974231981
13,0,4,0,0,0,0,0,0,0,0,0,0,0,0.190980682297981
14,0,2,1,0,0,0,0,0,0,0,0,0,0,0.209693723049889
10,1,2,0,0,0,0,0,0,0,0,0,0,0,0.283257861053994
18,1,1,1,0,0,0,0,0,0,0,0,0,0,0.215401712179845
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0.237745181564586
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0.271943560565955
41,0,6,0,0,0,0,0,0,0,0,0,0,0,0.189203700965706
15,0,3,0,0,0,0,0,0,0,0,0,0,0,0.228533691810183
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0.20284030681657
25,0,0,4,0,0,0,0,0,0,0,0,0,0,0.227647416872313
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0.264983029776279
35,2,3,2,0,0,0,0,0,0,0,0,0,0,0.188328315926944
22,1,2,0,0,0,0,0,0,0,0,0,0,0,0.184677419354839
15,1,2,0,0,0,0,0,0,0,0,0,0,0,0.183012926620832
18,1,3,0,0,0,0,0,0,0,0,0,0,0,0.214948337671041
17,0,2,2,0,0,0,0,0,0,0,0,0,0,0.181114281400382
17,0,3,0,0,0,0,0,0,0,0,0,0,0,0.18055797902247
21,0,4,0,0,0,0,0,0,0,0,0,0,0,0.187192970456767
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0.194544683103473
19,1,3,1,0,0,0,0,0,0,0,0,0,0,0.176834479201152
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.411498786133949
19,1,1,1,0,0,0,0,0,0,0,0,0,0,0.247798831122188
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0.189893699354499
21,2,3,0,0,0,0,0,0,0,0,0,0,0,0.178844325644483
31,1,4,0,0,0,0,0,0,0,0,0,0,0,0.173573604021323
17,0,3,1,0,0,0,0,0,0,0,0,0,0,0.20470699292933
14,0,2,0,0,0,0,0,0,0,0,0,0,0,0.17102207075246
19,1,3,0,0,0,0,0,0,0,0,0,0,0,0.171193470698421
33,1,2,3,0,0,0,0,0,0,0,0,0,0,0.175775557786341
19,1,2,0,0,0,0,0,0,0,0,0,0,0,0.187051630610407
10,0,0,1,0,0,0,0,0,0,0,0,0,0,0.292519345358462
33,0,4,4,0,0,0,0,0,0,0,0,0,0,0.169225000585878
15,0,2,1,0,0,0,0,0,0,0,0,0,0,0.220337683056533
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0.179509328926558
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0.166730784924049
22,1,2,1,0,0,0,0,0,0,0,0,0,0,0.229538672538399
12,0,3,1,0,0,0,0,0,0,0,0,0,0,0.166219463823234
19,0,3,2,0,0,0,0,0,0,0,0,0,0,0.171028371500761
32,2,4,1,0,0,0,0,0,0,0,0,0,0,0.195055373576665
23,1,2,0,0,0,0,0,0,0,0,0,0,0,0.197885238574142
20,1,0,1,0,0,0,0,0,0,0,0,0,0,0.194002931413151
17,2,1,1,0,0,0,0,0,0,0,0,0,0,0.187376516608102
19,0,3,0,0,0,0,0,0,0,0,0,0,0,0.169109195402299
25,1,4,1,0,0,0,0,0,0,0,0,0,0,0.16734944289418
27,5,0,0,0,0,1,0,0,0,0,0,0,0,0.193426949507021
11,1,2,0,0,0,0,0,0,0,0,0,0,0,0.258934134470059
10,1,2,0,0,0,0,0,0,0,0,0,0,0,0.265485491071429
10,0,1,1,0,0,0,0,0,0,0,0,0,0,0.214192007707366
15,0,2,0,0,0,0,0,0,0,0,0,0,0,0.162930049908475
18,1,3,1,0,0,0,0,0,0,0,0,0,0,0.169202745447161
18,0,2,2,0,0,0,0,0,0,0,0,0,0,0.180555129849942
28,1,6,0,0,0,0,0,0,0,0,0,0,0,0.159261233698004
23,0,2,1,0,0,0,0,0,0,0,0,0,0,0.16849330777674
14,1,2,1,0,0,0,0,0,0,0,0,0,0,0.16089118602921
18,0,3,3,0,0,0,0,0,0,0,0,0,0,0.172019802894851
17,1,3,1,0,0,0,0,0,0,0,0,0,0,0.158717657237524
17,1,2,0,0,0,0,0,0,0,0,0,0,0,0.200732219626627
14,0,3,1,0,0,0,0,0,0,0,0,0,0,0.18939981136128
10,1,2,0,0,0,0,0,0,0,0,0,0,0,0.165754371047457
22,2,3,1,0,0,0,0,0,0,0,0,0,0,0.164683168719262
18,0,1,0,0,0,0,0,0,0,0,0,0,0,0.180572712961187
16,0,1,1,0,0,0,0,0,0,0,0,0,0,0.191594010614102
19,1,3,0,0,0,0,0,0,0,0,0,0,0,0.165533009899692
10,0,2,1,0,0,0,0,0,0,0,0,0,0,0.205824143313304
13,1,2,1,0,0,0,0,0,0,0,0,0,0,0.206102652259332
17,1,2,1,0,0,0,0,0,0,0,0,0,0,0.157206586604324
16,1,2,1,0,0,0,0,0,0,0,0,0,0,0.169838283479548
19,1,4,0,0,0,0,0,0,0,0,0,0,0,0.209004302876736
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0.194819721241477
17,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168325152961743
21,1,1,0,0,0,0,0,0,0,0,0,0,0,0.181889731539655
17,0,1,2,0,0,0,0,0,0,0,0,0,0,0.163849751786278
25,3,3,0,0,0,0,0,0,0,0,0,1,0,0.156188017135145
23,1,2,0,0,0,0,0,0,0,0,0,0,0,0.169265449420315
14,1,2,1,0,0,0,0,0,0,0,0,0,0,0.161282884224068
23,0,5,0,0,0,0,0,0,0,0,0,0,0,0.181008157098319
16,0,3,0,0,0,0,0,0,0,0,0,0,0,0.166653312360043
19,2,2,0,0,0,0,0,0,0,0,0,0,0,0.171438996420753
16,0,2,0,0,0,0,0,0,0,0,0,0,0,0.17590392596522
18,1,2,1,0,0,0,0,0,0,0,0,0,0,0.154792524847147
19,1,2,1,0,0,0,0,0,0,0,0,0,0,0.187183586464162
20,1,2,2,0,0,0,0,0,0,0,0,0,0,0.193993899128306
21,0,1,0,0,0,0,0,0,0,0,0,0,0,0.169244426823645
17,0,0,3,0,0,0,0,0,0,0,0,0,0,0.198028651211642
23,1,2,1,0,0,0,0,0,0,0,0,0,0,0.153077037466052
13,1,0,1,0,0,0,0,0,0,0,0,0,0,0.236859973083405
15,1,3,0,0,0,0,0,0,0,0,0,0,0,0.183607051520561
18,1,3,0,0,0,0,0,0,0,0,0,0,0,0.155587026879978
18,0,2,0,0,0,0,0,0,0,0,0,0,0,0.151245738774715
16,1,1,0,0,0,0,0,0,0,0,0,0,0,0.161249781521278
13,0,2,2,0,0,0,0,0,0,0,0,0,0,0.180166103996354
19,1,2,2,0,0,0,0,0,0,0,0,0,0,0.151088643623156
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0.156766915767212
40,1,6,1,0,0,0,0,0,0,0,0,0,0,0.159186335993526
15,1,2,0,0,0,0,0,0,0,0,0,0,0,0.194489275962524
19,1,3,0,0,0,0,0,0,0,0,0,0,0,0.176064240774127
14,0,3,0,0,0,0,0,0,0,0,0,0,0,0.171919783645855
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0.267618960840523
24,0,3,1,0,0,0,0,0,0,0,0,0,0,0.156865967859241
20,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1624373714354
17,0,1,1,0,0,0,0,0,0,0,0,0,0,0.186271193917915
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0.197293220524758
20,0,1,1,0,0,0,0,0,0,0,0,0,0,0.169779447964986
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0.22779718686393
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0.162694417442022
23,0,3,2,0,0,0,0,0,0,0,0,0,0,0.150480968287849
21,1,2,1,0,0,0,0,0,0,0,0,0,0,0.161353401023573
22,3,2,2,0,0,0,0,0,0,0,0,0,0,0.163097812289349
21,0,3,1,0,0,0,0,0,0,0,0,0,0,0.147210188464457
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203676478655359
14,0,2,0,0,0,0,0,0,0,0,0,0,0,0.191870893705448
14,0,0,1,0,0,0,0,0,0,0,0,0,0,0.345704354975847
12,1,0,3,0,0,0,0,0,0,0,0,0,0,0.172837313642099
17,0,3,1,0,0,0,0,0,0,0,0,0,0,0.143769881082931
22,0,4,0,0,0,0,0,0,0,0,0,0,0,0.143823327508737
34,1,4,0,0,0,0,0,0,0,0,0,0,0,0.141750108164905
25,0,1,1,0,0,0,0,0,0,0,0,0,0,0.146977972366135
16,0,1,0,0,0,0,0,0,0,0,0,0,0,0.204588481745774
16,0,2,2,0,0,0,0,0,0,0,0,0,0,0.176425907021525
12,1,2,0,0,0,0,0,0,0,0,0,0,0,0.161907683279764
16,0,3,0,0,0,0,0,0,0,0,0,0,0,0.167583872527574
19,2,3,0,0,0,0,0,0,0,0,0,0,0,0.158839013274781
26,2,3,2,0,0,0,0,0,0,0,0,0,0,0.142519453536918
17,1,1,1,0,0,0,0,0,0,0,0,0,0,0.160357871134612
16,1,2,1,0,0,0,0,0,0,0,0,0,0,0.154135960390495
28,0,1,3,0,0,0,0,0,0,0,0,0,0,0.164886154684343
22,1,3,0,0,0,0,0,0,0,0,0,0,0,0.140559621912654
13,0,1,1,0,0,0,0,0,0,0,0,0,0,0.164533332125073
19,0,2,1,0,0,0,0,0,0,0,0,0,0,0.146327861697743
26,1,2,0,0,0,0,0,0,0,0,0,0,0,0.141438333417986
34,3,5,0,0,0,0,0,0,0,0,0,0,0,0.140738516493587
15,1,2,0,0,0,0,0,0,0,0,0,0,0,0.162549362569198
16,2,2,1,0,0,0,0,0,0,0,0,0,0,0.170643357371833
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1946507448467
14,0,2,1,0,0,0,0,0,0,0,0,0,0,0.152378850324919
14,2,1,0,0,0,0,0,0,0,0,0,0,0,0.282148247130954
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0.257454247826368
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0.239276748036964
17,1,3,0,0,0,0,0,0,0,0,0,0,0,0.138637548333891
19,0,0,2,0,0,0,0,0,0,0,0,0,0,0.187767584097859
24,1,3,0,0,0,0,0,0,0,0,0,0,0,0.143763136620857
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0.141096570486725
41,0,4,0,0,0,0,0,0,0,0,0,0,0,0.137999906377268
19,1,3,0,0,0,0,0,0,0,0,0,0,0,0.137716483927237
14,0,2,2,0,0,0,0,0,0,0,0,0,0,0.183115369674997
9,0,2,0,0,0,0,0,0,0,0,0,0,0,0.191026140818227
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0.159315255648146
17,1,2,0,0,0,0,0,0,0,0,0,0,0,0.136569983961726
22,0,1,3,0,0,0,0,0,0,0,0,0,0,0.149323191845972
27,1,3,0,0,0,0,0,0,0,0,0,0,0,0.153725672569012
16,1,3,0,0,0,0,0,0,0,0,0,0,0,0.135365088220936
19,2,1,1,0,0,0,0,0,0,0,0,0,0,0.157754252623959
14,1,3,0,0,0,0,0,0,0,0,0,0,0,0.160651158932004
14,0,2,2,0,0,0,0,0,0,0,0,0,0,0.185268913865647
14,1,2,0,0,0,0,0,0,0,0,0,0,0,0.141605244940343
12,0,0,1,0,0,0,0,0,0,0,0,0,0,0.234741308254625
17,1,3,0,0,0,0,0,0,0,0,0,0,0,0.137561674863583
24,1,5,0,0,0,0,0,0,0,0,0,0,1,0.15230031220402
23,2,2,2,0,0,0,0,0,0,0,0,0,0,0.135810821379968
19,0,1,0,0,0,0,0,0,0,0,0,0,0,0.332811780947998
23,0,2,0,0,0,0,0,0,0,0,0,0,0,0.146266037202513
20,1,4,0,0,0,0,0,0,0,0,0,0,0,0.151291980075698
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0.156723240552161
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0.146674800674445
18,3,2,0,0,0,0,0,0,0,0,0,0,0,0.151727435429534
19,1,2,1,0,0,0,0,0,0,0,0,0,0,0.136872658731102
15,1,3,0,0,0,0,0,0,0,0,0,0,0,0.143535280058194
17,0,3,0,0,0,0,0,0,0,0,0,0,0,0.15746832665042
19,2,2,1,0,0,0,0,0,0,0,0,0,0,0.183106313441813
20,1,4,1,0,0,0,0,0,0,0,0,0,0,0.138535532156582
18,0,2,1,0,0,0,0,0,0,0,0,0,0,0.140357968138876
9,0,2,1,0,0,0,0,0,0,0,0,0,0,0.221851225151449
17,0,2,2,0,0,0,0,0,0,0,0,0,0,0.133497108029106
19,0,3,2,0,0,0,0,0,0,0,0,0,0,0.168451671965901
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0.147430235714317
21,0,2,1,0,0,0,0,0,0,0,0,0,0,0.18023408940066
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0.149376559693371
19,0,4,0,0,0,0,0,0,0,0,0,0,0,0.133298720766369
12,1,1,1,0,0,0,0,0,0,0,0,0,0,0.169343159815902
16,0,1,0,0,0,0,0,0,0,0,0,0,0,0.188417721868494
16,1,3,0,0,0,0,0,0,0,0,0,0,0,0.141580561766931
17,1,0,1,0,0,0,0,0,0,0,0,0,0,0.172324381263959
21,2,2,1,0,0,0,0,0,0,0,0,0,0,0.16336842914233
15,1,2,1,0,0,0,0,0,0,0,0,0,0,0.133263020874175
19,1,2,0,0,0,0,0,0,0,0,0,0,0,0.153530893908071
19,0,1,1,0,0,0,0,0,0,0,0,0,0,0.13187991839114
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0.202609298765904
38,4,4,0,0,0,0,0,0,0,0,0,0,0,0.151109366496864
24,0,2,2,0,0,0,0,0,0,0,0,0,0,0.165761002594605
16,0,2,0,0,0,0,0,0,0,0,0,0,0,0.145166843106372
32,0,3,0,0,0,0,0,0,0,0,0,0,0,0.131761800176641
19,1,3,1,0,0,0,0,0,0,0,0,0,0,0.175314403846455
18,2,2,0,0,0,0,0,0,0,0,0,0,0,0.158917355959519
19,0,3,1,0,0,0,0,0,0,0,0,0,0,0.131233092302814
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0.194113161861857
8,0,1,1,0,0,0,0,0,0,0,0,0,0,0.177500612438357
