@relation errorPredict

@attribute CGend real
@attribute agadir real
@attribute errorPercent real


@data
0,0.4,0.112230818
0,0.32,0.112852413
0,2.57,0.126828451
0,0.12,0.122244708
0,0.16,0.12532492
0,0.88,0.155330954
0,0.24,0.17001144
0,1.2,0.137677691
0,0.4,0.195967504
0,0.26,0.116394517
0,0.36,0.108034562
0,0,0.232604339
0,0.1,0.189918912
0,0.06,0.129797156
0,0.13,0.109620929
0,0.41,0.185968477
0,0.31,0.121453549
0,0.44,0.110545863
0,0.22,0.124919473
0,0.7,0.112712543
0,0.12,0.125099443
0,0.05,0.121098605
0,1.15,0.209554758
0,0.14,0.174463057
1,0.89,0.256343537
0,0.3,0.180422893
0,0.17,0.249758936
0,1.01,0.106881229
0,2.27,0.10729304
0,1.39,0.131809831
0,1.19,0.11177734
0,0.84,0.118429626
0,3.32,0.108015683
0,1.25,0.137893692
0,0.09,0.173607146
1,0.25,0.157667924
0,0.11,0.132817719
0,0.44,0.142859392
0,0.17,0.123798564
0,0.02,0.192570365
0,0.2,0.137257178
0,0.3,0.118176722
0,0.14,0.150064619
0,0.53,0.107353017
0,0.34,0.129215384
0,1.03,0.10818606
0,0.93,0.132303464
0,1.53,0.104811429
0,0.46,0.128158468
0,0.46,0.135298946
0,0.42,0.125666137
0,0.21,0.149541
0,0.16,0.132910082
0,0.78,0.118605656
0,0.07,0.140172589
0,0.44,0.104334217
0,1.39,0.104670835
0,0.27,0.148699997
0,0.26,0.108480194
1,0.59,0.112805391
0,0.39,0.126940821
0,0.28,0.143568763
0,0.21,0.134441445
0,0.12,0.125827067
0,4.58,0.103973786
1,0.03,0.135730145
0,0.17,0.206019896
0,0.13,0.102674547
0,0.17,0.211415373
0,3.84,0.1081676
0,0.63,0.166972166
0,0.1,0.165543612
0,0.17,0.188570171
0,0.59,0.130888039
0,0.81,0.121634893
0,0.34,0.109303726
0,1.82,0.124339245
0,0.3,0.124322853
0,0.15,0.214460518
0,0.43,0.104188806
0,0.14,0.118423416
0,0.55,0.220981166
0,0.62,0.114697715
0,0.98,0.115997192
0,0.24,0.136288094
0,0.53,0.107536316
0,0.11,0.127882651
0,1.29,0.128236365
0,0.64,0.139773237
0,0.26,0.116132152
0,0.15,0.114477554
0,0.4,0.120644533
0,0.29,0.108263244
0,0,0.158282954
0,0.28,0.129353184
0,0.12,0.146902095
0,0.2,0.116389613
0,0.24,0.130083747
0,0.19,0.255138219
0,0.23,0.124371191
0,0.33,0.103088028
0,2.93,0.130453829
0,0.15,0.149749098
0,0.75,0.100757764
0,0.84,0.134138131
0,0.07,0.185517088
0,1.07,0.104418238
0,0.07,0.183981915
0,1.71,0.124056204
0,2.04,0.139581579
0,0.31,0.1340079
0,0.5,0.120082883
1,0.02,0.184581728
0,0.55,0.10123112
0,0.34,0.122095334
0,0.11,0.153078716
0,0.43,0.106500617
0,0.03,0.156844263
0,0.02,0.123549403
0,0.27,0.160800225
1,2.14,0.110329704
0,0.05,0.216238053
0,0.71,0.104019936
0,0.68,0.099511134
0,0.05,0.101337904
0,0.24,0.157682827
0,0.01,0.195539759
1,0.53,0.104164635
0,0.53,0.107447063
0,0.17,0.11081697
0,0,0.189389339
0,0.9,0.109548359
0,0.4,0.110367618
0,0.47,0.106434128
0,0.15,0.115202152
0,0.17,0.141636975
0,0.39,0.140184091
0,0.37,0.101702214
0,0.1,0.125010418
0,0.14,0.131328951
0,0.98,0.13227181
0,1.84,0.103435957
0,0.39,0.12126306
0,0.13,0.122978534
0,0.25,0.116434219
0,0.35,0.107901131
0,0.13,0.109570281
0,0.23,0.115136614
0,0.2,0.10966918
0,0.21,0.129893439
0,0.11,0.184258849
1,0.01,0.197458425
0,0.19,0.111623486
0,0.33,0.101556525
0,1.94,0.149114539
0,0.86,0.103469428
0,0.27,0.114353195
0,0.07,0.118554113
0,0.1,0.139653218
0,0.1,0.10779182
1,0,0.238135409
0,0.08,0.119045032
0,2.24,0.109555985
0,0.16,0.11509828
0,0.07,0.170973129
0,0.68,0.137872671
0,0.28,0.098039445
0,0.34,0.16324372
0,0.2,0.165324122
0,0.21,0.097661971
0,0.02,0.126650584
0,0.93,0.134601325
0,2.01,0.099943699
0,0,0.244620867
0,0.03,0.158330745
0,0.66,0.109104363
0,0.16,0.124944217
0,0.22,0.11854578
0,3.98,0.096376626
1,2.1,0.123631008
0,0.34,0.123719401
0,0.46,0.102499401
0,0.05,0.134659289
0,2.5,0.144037567
0,0.14,0.159011736
0,0.16,0.130991278
0,0.19,0.114486241
0,0.12,0.236310293
0,1.25,0.096976697
0,0.31,0.110761595
0,0.06,0.11667297
0,0,0.170404424
0,0.17,0.110455841
0,0.45,0.095901406
0,0.18,0.112715571
0,0.15,0.105004722
0,0.6,0.123099817
0,1.75,0.108701139
0,0.65,0.095177143
0,0.12,0.154375268
0,0.08,0.131580361
0,0.15,0.094949966
0,0.15,0.275486222
0,0.01,0.207600249
0,0.3,0.117611019
0,0.2,0.103418125
0,0.09,0.108106069
0,0.07,0.208152991
0,0,0.159025741
0,0.49,0.123242521
0,0.16,0.148013825
0,0.52,0.094736637
0,1.07,0.102925978
0,0.84,0.129441611
0,0.63,0.110222279
0,1.25,0.094996457
0,0.07,0.167033845
0,0.34,0.100377824
0,0.12,0.134280099
0,0.41,0.095442336
0,1,0.099150293
0,0.35,0.10785757
0,0.17,0.100881039
0,0.05,0.144416678
0,0.21,0.138126639
0,0.14,0.100227696
0,0.1,0.094237418
0,0.07,0.190349775
0,0.26,0.156191625
0,0.17,0.140127871
0,0.46,0.130570949
0,0.3,0.104322974
0,0.01,0.152524855
0,0.48,0.095966531
0,0.47,0.115831754
0,0.14,0.966000821
0,0.34,0.11924787
0,0.06,0.225196319
0,0.01,0.17275211
0,0.09,0.165221769
0,0.21,0.181090216
0,0.05,0.132513654
0,0.34,0.093356395
0,0.61,0.112259484
0,0.04,0.162095356
0,0.66,0.109126957
0,0.25,0.121913272
0,1.33,0.120323615
0,0.77,0.099416087
0,0.16,0.120294188
0,0.22,0.146495278
0,0.21,0.094242403
0,0.79,0.144048489
0,1.11,0.129907954
0,0.71,0.109961335
0,0.14,0.108095617
0,0.62,0.162268377
0,0.19,0.11746507
0,0.91,0.105201915
0,0.69,0.109157374
0,0.19,0.12381553
0,0.98,0.141159622
0,0.46,0.124638003
0,0.12,0.096468438
0,0.43,0.093004047
0,0.05,0.137581636
0,0.98,0.098604476
0,0.02,0.135389272
0,0.6,0.119745054
0,2.53,0.121095199
0,0.26,0.092952444
0,0.54,0.161728021
0,0.13,0.090905922
0,0.21,0.091188991
0,0.07,0.12651771
0,0.06,0.135116103
1,0.3,0.098407867
0,0.77,0.103464742
0,0.24,0.15556856
0,0.01,0.213763816
0,0.4,0.135077197
0,1.22,0.10791533
0,0.06,0.115819209
0,0.6,0.091468475
0,0.06,0.181248885
0,0.05,0.091223013
0,0.2,0.09917696
0,0.07,0.115350549
0,0.17,0.090846342
0,0.13,0.126146665
0,0.17,0.123687945
0,0.01,0.202267607
0,0.36,0.145667935
0,0.18,0.092046431
0,0.85,0.102906207
0,0.07,0.091624772
0,0.13,0.186142427
0,0.45,0.097103575
0,0.05,0.188278323
0,0.18,0.092013364
0,0.92,0.106068805
0,1.71,0.109993331
0,0.24,0.146720332
0,0.07,0.144940747
0,0.09,0.172776598
0,0.24,0.144581114
0,0.14,0.094958306
0,0.12,0.106652509
0,0.68,0.147553713
0,0.07,0.120123182
0,0.44,0.10892493
0,0.6,0.110129708
0,0.57,0.135451209
0,0.08,0.127907106
0,1.66,0.10987514
0,0.14,0.136541707
0,0,0.163004172
0,0.1,0.126574353
0,0.47,0.177986296
0,1.18,0.122398212
0,0.08,0.088638584
0,0.03,0.147741504
0,0.47,0.106397401
0,0.18,0.112289861
0,0.12,0.098789605
0,0.05,0.10733009
0,0.07,0.106784611
0,0.26,0.12167178
0,0.23,0.159826651
0,2.36,0.087595078
0,1.56,0.091343808
0,0.31,0.095704718
0,1.99,0.130735176
0,3.8,0.098171803
0,0.32,0.096789369
0,0,0.218730242
0,2.11,0.088571552
0,0.12,0.090697394
1,0.28,0.089637055
0,0.23,0.087063487
0,0.15,0.089830704
0,0.05,0.117344233
0,0.03,0.1851951
0,0.16,0.106787789
0,0.55,0.102698094
0,1.28,0.087683778
0,0.03,0.145803385
0,0.05,0.174183442
0,0.48,0.094426483
0,1.66,0.093451714
0,0.11,0.102334538
0,0.03,0.161614705
0,2.29,0.0877591
0,0.61,0.094855898
0,0.02,0.10623527
0,0.4,0.117815774
0,0.35,0.173744723
0,0.03,0.10572564
0,0.96,0.118309755
0,0.06,0.156456948
0,0.12,0.190547383
0,0.84,0.113056378
0,0.14,0.130579453
0,0.04,0.112159049
0,1.65,0.086056455
0,0.3,0.086584217
1,2.02,0.089175529
0,0.11,0.0989951
0,1.66,0.092609295
0,0.02,0.10599281
0,0.27,0.117155298
0,1,0.086188847
0,0.08,0.113697744
0,1.1,0.085521488
0,0.08,0.173914751
0,0.19,0.190035156
0,0.16,0.100678785
0,0.12,0.126384123
0,1.99,0.090974688
0,0.14,0.130654427
0,0.35,0.092185625
0,0.35,0.099711526
0,0.1,0.20772533
0,0.06,0.086634998
0,3.26,0.091066915
0,0.3,0.126640197
0,0.3,0.117471491
0,0.26,0.12846694
0,0.24,0.085804335
0,0.42,0.120124019
0,1.15,0.098670966
0,6.78,0.150043846
0,0.23,0.10534008
0,0.31,0.106489225
0,0.05,0.136927795
0,0.07,0.196963621
0,1.36,0.090146612
0,0.4,0.09966156
0,0.07,0.15473984
0,0.12,0.149507702
0,0.38,0.084624048
0,0.1,0.141905227
0,0.03,0.14170396
0,0.1,0.111226309
0,0.3,0.08515306
1,0.22,0.175511718
0,0.12,0.103182055
0,5.77,0.083817447
0,4.4,0.211800068
0,0.04,0.111078178
0,0.02,0.122822984
0,0.89,0.105987023
0,0.52,0.132080647
0,0.17,0.119302034
0,0.16,0.10477822
0,1.77,0.086531618
0,0.24,0.096116073
0,0.05,0.119041324
1,0.5,0.103123881
0,0.02,0.112544866
0,0.03,0.116893523
0,0.34,0.094782941
0,0.05,0.114130349
0,0.11,0.093514172
0,0.01,0.145258702
0,0.03,0.151888023
0,0.09,0.083692842
0,0.36,0.114566398
0,0.38,0.11510082
0,0.18,0.165678552
0,0.55,0.090180976
0,0.68,0.085575325
0,0.17,0.097627483
0,0.22,0.137937264
0,0.21,0.122611693
0,0.15,0.155482148
0,0.36,0.085086465
0,0.19,0.097136614
0,0.26,0.120072744
0,1.89,0.154268019
0,0.2,0.103865029
0,0.2,0.120230085
0,1.06,0.141635784
0,0.16,0.095614524
0,0.05,0.096843668
0,3.13,0.082140567
0,0.53,0.082699982
0,0.27,0.098760901
0,0.44,0.099866863
0,1.62,0.096825868
0,0.19,0.162783201
0,0.65,0.113426161
0,1.71,0.09726045
0,0.12,0.111022607
0,0.11,0.116558406
0,0.09,0.124047897
0,0.41,0.082097099
0,1.27,0.119380862
0,0.27,0.098769885
1,0.06,0.10845575
0,0.62,0.125603202
0,0.09,0.097768489
0,0.37,0.101491313
0,0.08,0.111440977
0,0.13,0.130239475
0,0.56,0.104925343
0,0.27,0.103995955
0,0.08,0.102362896
0,2.31,0.13387802
0,0.01,0.441577749
0,0.66,0.125538351
0,0.11,0.085562371
0,0.3,0.099701481
0,0.13,0.081854429
0,0.31,0.08173443
0,0.55,0.091794201
0,0.03,0.145082394
0,0.42,0.108575761
0,0.28,0.100977262
0,0.36,0.121350429
0,0.09,0.118240012
0,0.35,0.105022992
0,0.18,0.123136004
0,0.41,0.094111856
0,0.31,0.095547067
0,0.33,0.143821901
0,0.03,0.108081311
0,0.03,0.120475444
0,0.36,0.105047467
0,0.08,0.091961958
0,0.2,0.114047173
0,1.21,0.081166522
0,0.21,0.141489441
0,0.4,0.093083628
0,0.22,0.088938628
0,1.36,0.115052355
1,0.15,0.116108458
0,0.08,0.109731869
0,0.3,0.137587417
0,0.29,0.103384182
0,0.12,0.099514505
0,0.16,0.116820239
0,0.41,0.152362193
0,0.34,0.079948565
0,0.14,0.080942539
0,0.39,0.095781617
0,0.15,0.119326039
0,0.43,0.087794843
0,0.21,0.148654594
0,0.38,0.121338321
0,2.62,0.094715885
0,0.23,0.168494092
0,0.68,0.089553538
0,0.39,0.079933936
0,0.4,0.124123363
0,0.12,0.090311496
0,0.17,0.106434003
0,0.18,0.087766673
0,0.16,0.126173392
0,0.36,0.087121598
0,0.51,0.086574099
0,0.02,0.098399168
0,0.09,0.079844536
0,0.19,0.100479031
0,0.72,0.102744909
0,0.47,0.07993621
0,3.18,0.091702138
0,0.3,0.11414352
0,0.2,0.16885936
0,0.03,0.097158548
0,0.11,0.125775987
0,0.24,0.099408088
0,1.39,0.107308048
0,0.1,0.117772327
0,0.14,0.201054177
0,0.62,0.108806659
0,0.22,0.097771232
0,0.06,0.146756474
0,0.07,0.11560884
0,0.11,0.114784413
0,0.14,0.101600515
0,0.12,0.095969299
0,0.36,0.078785718
0,0.01,0.131184364
0,2.1,0.079954516
0,1.71,0.07948739
0,0.04,0.170567668
0,0.79,0.119468011
0,1.26,0.116026114
0,0.15,0.115734579
0,0.72,0.088160168
0,4.85,0.092694354
0,0,0.36454897
0,0.1,0.140536527
0,1.03,0.151823865
0,0.87,0.096123442
0,0.11,0.08175173
0,0.09,0.095530481
0,0.06,0.119577509
0,0.17,0.091900141
0,0.48,0.099679172
0,0.68,0.084896522
0,0.22,0.107489095
0,0.09,0.096536064
0,0.15,0.13986048
0,0.21,0.169080743
0,0.16,0.185605529
0,2.39,0.096407493
0,0.18,0.184307075
0,0.03,0.160589834
0,0.31,0.082115848
0,1.49,0.077455278
1,0.18,0.099369257
0,0.03,0.096008191
0,0.19,0.091188422
0,0.14,0.09139447
0,1.8,0.097310226
0,0.13,0.103694511
0,0,0.185441931
0,0.19,0.152076774
0,0.06,0.083536189
0,0.07,0.102064109
0,0.56,0.08852972
0,0.49,0.174883579
0,0.18,0.089681735
1,1.21,0.161054692
0,0,0.673412589
0,0.12,0.083347588
0,0.61,0.085159044
1,0.08,0.197610952
0,5.6,0.100644757
0,0.1,0.107839846
0,0.52,0.097224393
0,0.18,0.11893494
0,0.04,0.13111546
0,0.02,0.1235939
0,0.07,0.080155149
0,0.29,0.08032763
0,0.23,0.077212484
0,0.22,0.078413091
0,0.58,0.087859736
0,0.24,0.112011832
0,0.18,0.098207477
0,0.03,0.095405629
0,0.36,0.085708104
0,0.01,0.153935239
0,0.26,0.077132797
0,0.06,0.156315615
0,0.26,0.121752238
0,0.42,0.127978269
0,0.94,0.082666243
0,0.1,0.091090768
0,0.17,0.111039322
0,0.33,0.109001523
0,0.07,0.091893654
0,1.55,0.091305817
0,0.21,0.082274776
0,3.19,0.077340853
0,0.72,0.078003157
0,0.49,0.076631011
0,0.39,0.094740853
0,0.68,0.103494248
0,0.08,0.132680375
0,0.3,0.082294536
0,1.08,0.085622655
0,0.15,0.147208693
0,0.24,0.162889013
0,0.75,0.080973969
0,0.11,0.142325663
0,0.93,0.131073098
0,0.14,0.084204273
1,0.4,0.082115808
0,0.05,0.128645199
0,1.41,0.149409211
0,0.12,0.088599097
0,1.44,0.084364469
0,0.09,0.126365519
0,0.14,0.084644364
0,0.2,0.104257228
0,0.08,0.123201717
0,0.7,0.087911642
0,0.09,0.213117982
0,0.04,0.131588904
0,2.02,0.076575762
0,0.13,0.078998324
0,0.29,0.163752125
0,0.01,0.166612399
0,0.62,0.122926194
0,0.02,0.112545334
0,0.03,0.120266061
0,0.29,0.083877017
0,0.1,0.108107958
0,0.06,0.160292733
0,0.2,0.150573847
0,0.09,0.077535276
0,0.1,0.105586072
0,0.07,0.121594647
0,0.08,0.091605617
0,0.11,0.117047777
0,0.35,0.088923399
0,0.1,0.083067367
0,0.27,0.081273437
0,0.18,0.139812175
0,2.81,0.082607338
0,0.78,0.101219774
0,0.2,0.123017213
0,2.13,0.090349374
0,0.05,0.104158119
0,0.26,0.080561634
0,0.3,0.091393516
0,1.79,0.078755245
0,0.47,0.135310264
0,3.48,0.082248718
0,0.12,0.074771796
0,0.47,0.115338099
0,1.57,0.088966804
0,0.38,0.145511725
0,0.39,0.077921552
0,0.54,0.115197048
0,0.14,0.091665077
0,0.11,0.156999208
0,1.91,0.082524001
0,0.27,0.092088334
0,0.06,0.090966447
0,0,0.139358206
0,0.3,0.09327837
0,0.44,0.074278825
0,0.13,0.074216767
0,0.05,0.106575193
0,0.22,0.088440723
0,0.19,0.086736592
0,0.5,0.079245502
0,2.91,0.088043473
0,0.64,0.089753836
1,0.01,0.173696279
0,0.2,0.0740222
0,0.42,0.073964474
0,0.15,0.073891148
0,0.44,0.109581951
0,0.26,0.078497196
0,0.13,0.16059959
0,0.26,0.116050241
0,0.88,0.085067076
0,0.03,0.106682015
0,0.18,0.09260894
0,0.03,0.107282897
0,0.02,0.117804377
0,0,0.14433311
0,1.83,0.077948688
0,0.6,0.087792897
0,0.18,0.075919991
0,0.26,0.085937819
0,0.77,0.11025811
0,0.06,0.102500311
0,0.13,0.083830772
0,0.26,0.081376088
1,0.22,0.112501636
0,0.05,0.149758186
