@relation errorPredict

@attribute CGend real
@attribute agadir real
@attribute errorPercent real


@data
0,0.11,0.087118355
0,0.35,0.037673061
0,0.05,0.038342542
0,0.58,0.037545414
0,0.12,0.058362928
0,0.16,0.048939681
0,0.24,0.042359965
0,0.03,0.065684419
0,0.26,0.033634908
0,0.1,0.067481487
0,0.05,0.072454285
0,0.01,0.05900603
0,0.82,0.044198986
0,0.1,0.036353485
0,0.09,0.05325889
0,0,0.063414596
0,0,0.068729928
0,0.23,0.069857305
0,0.09,0.054602491
0,0.05,0.052764313
0,0.13,0.037369041
0,0.19,0.052921459
0,0.31,0.119553808
0,0.02,0.071071504
1,0.19,0.08208024
0,0.32,0.043740409
0,0,0.0800949
0,0.34,0.118913485
0,0.19,0.161137336
0,0.39,0.031001885
0,0.13,0.050671901
0,0.34,0.048071793
0,0.14,0.034899159
0,0.01,0.057537275
0,0.07,0.042298193
0,0.45,0.039548664
0,0.01,0.037776907
0,0.22,0.069640526
0,0.03,0.135828999
0,0.02,0.042509745
0,0.06,0.045493127
0,0.12,0.053266519
0,0.09,0.083769628
1,0.01,0.074655727
0,0.24,0.04992611
0,0.15,0.036934082
0,0,0.073470555
0,0.21,0.044123433
0,0,0.071266816
0,0.17,0.089330484
0,0.1,0.057935242
0,0.22,0.042400661
0,0.25,0.066158248
0,0.14,0.061664738
0,0.22,0.047256043
0,0.02,0.073577609
0,0.47,0.039601885
0,0.09,0.092717082
0,0.14,0.038457808
0,0.05,0.032317384
0,0.15,0.041486522
0,0.2,0.115419743
0,1.02,0.035101653
0,0.3,0.057168876
0,0.02,0.049844905
0,0,0.072836514
0,0.26,0.054899781
0,0.55,0.033473442
0,0.07,0.062734908
0,0.1,0.037222505
0,0.03,0.05121766
0,0.13,0.060657766
0,0.01,0.066892213
0,0.98,0.045204247
0,0.02,0.08195079
0,0.19,0.044554064
0,0.15,0.030744873
0,0.24,0.192061129
0,0.39,0.033530606
0,0.2,0.101947067
0,1.11,0.03049453
0,0.02,0.067905172
0,0.2,0.041912183
0,0.1,0.055577924
0,0.08,0.074877705
0,0.13,0.053097226
0,0.05,0.075873319
1,0.1,0.04521503
0,0.04,0.053985918
0,0.04,0.078345499
0,0.02,0.081257074
0,0.45,0.061448622
0,0.49,0.051089284
0,0.05,0.061139759
0,0.09,0.039759256
0,0.61,0.054104928
0,0.06,0.035997632
0,0.24,0.03203126
0,0.01,0.059128678
0,0.11,0.06094859
0,0.1,0.038058266
0,0.88,0.044268743
0,0.06,0.052791933
0,0.08,0.03316855
0,0.08,0.064177794
0,0.01,0.074164082
0,1.14,0.030466348
0,0.21,0.059882625
0,0.3,0.038787927
0,0.28,0.030085761
0,0.78,0.03906422
0,0.01,0.0421018
0,0.18,0.036320854
0,0.06,0.11010802
0,0,0.053886956
0,0.1,0.066276538
0,0.14,0.070595591
0,0.01,0.071699538
0,0.71,0.060191233
0,0,0.038532773
0,0.02,0.036731687
0,0.14,0.035706416
0,0.66,0.044034348
0,0.01,0.099343195
0,0.03,0.074687416
0,0.11,0.04420934
0,1.4,0.118575832
0,0.09,0.039771854
0,0.12,0.05474813
1,0.06,0.066311093
0,0.05,0.062864324
0,0.34,0.04645033
0,0.02,0.074510124
0,0.26,0.039986788
0,0.93,0.04217156
0,0.01,0.093615292
0,0.1,0.05597819
0,0.12,0.040731054
0,0.14,0.052691415
0,0.07,0.03059141
0,0.04,0.065965224
0,0.08,0.071495401
0,0.12,0.059201645
0,0.32,0.053716879
0,0.01,0.08795992
0,0.17,0.046933431
0,0.16,0.040930297
0,0.15,0.057668693
0,0.52,0.075613518
0,0.18,0.0602915
0,0.26,0.052215383
0,0.89,0.10063099
0,0.46,0.039716642
0,0.02,0.062012436
0,0,0.053808359
0,0.13,0.109590273
0,0.06,0.0657384
0,0.1,0.044707912
0,0.01,0.055469541
0,0.8,0.042265954
0,0,0.053177385
1,0,0.083855408
0,0.01,0.277227866
0,1.96,0.041079554
0,0.07,0.064263982
0,0.29,0.03865169
0,0.04,0.125605349
0,0.13,0.067109553
0,0.16,0.08560026
0,1.04,0.043074472
0,0.12,0.121579127
1,1.06,0.037346004
0,0.45,0.050656124
0,0.23,0.03831435
0,1.31,0.029335285
0,0.22,0.040551717
0,0.6,0.068186305
0,0.57,0.033818188
0,0,0.047795275
0,0.25,0.033717449
0,0.06,0.063977266
1,0.04,0.069599053
0,0.57,0.041266283
0,0.08,0.036709284
0,0.02,0.046125113
0,0.15,0.037177676
0,2.12,0.040612238
0,0.02,0.04405991
0,0.39,0.038957499
0,0.03,0.075954385
0,0.09,0.051846168
0,0.01,0.059954204
1,0.03,0.071089727
0,0.08,0.052021571
0,1.51,0.036803247
0,0.04,0.057009938
0,0,0.032222445
0,0.44,0.033991327
0,0.19,0.035930025
0,0.03,0.05060745
0,0.12,0.049315982
0,0.12,0.038295084
0,0,0.111855977
0,0.03,0.045663069
0,0.1,0.034047132
0,0,0.038453682
0,0.2,0.083048657
0,0.04,0.06753009
0,0.38,0.037445724
0,0.13,0.03674397
0,1.01,0.029204995
0,0.13,0.038608431
0,0.17,0.033229032
1,0.09,0.050058347
0,0.11,0.059695201
0,0.09,0.080480909
0,0.11,0.045421787
0,0.08,0.111736847
0,0.18,0.054567428
0,0.15,0.052044326
0,0.22,0.044309265
0,0.25,0.030413462
0,0.21,0.055924149
0,0.01,0.108961854
0,0.47,0.035504869
0,0.02,0.050749085
0,0.05,0.052695413
0,0.65,0.03190926
0,0.18,0.056685506
0,0.03,0.098484898
0,0.04,0.042820682
0,0.04,0.040424334
0,0.11,0.034649948
0,0.45,0.050156381
0,0.03,0.049457442
0,0.62,0.058916089
0,0.15,0.03639552
0,0.36,0.032462439
0,0,0.073600174
0,0.01,0.038661814
0,0.06,0.14036728
0,0.03,0.063684571
0,0.34,0.042958945
0,0.08,0.094226021
0,0.16,0.03879162
0,0.01,0.067877969
0,0.04,0.048176763
0,0.35,0.069549917
0,0.46,0.045149923
0,0.23,0.042566967
0,0.01,0.036437068
0,0.4,0.050698513
0,0,0.0937862
0,0.43,0.038150277
1,0.02,0.051193927
0,0.05,0.291659619
0,0.01,0.045107383
0,0.07,0.052745439
0,0.25,0.037458806
0,0.08,0.036531482
0,0.32,0.061661573
0,0.1,0.032726292
0,0.04,0.082922441
0,0.01,0.090836454
0,0.43,0.029814822
0,0.09,0.080595274
0,0.32,0.123902307
0,0.15,0.044375856
0,0.08,0.046294092
0,0.12,0.032210107
0,0.06,0.05922292
0,0.29,0.037623893
0,0,0.075363174
0,0.05,0.039831075
0,0.65,0.030128545
0,0.19,0.036601333
0,0.02,0.044115361
0,0.06,0.246211034
0,0.09,0.052579782
0,0.01,0.057896473
0,0.05,0.03949089
0,0.12,0.037250312
0,0.06,0.046670594
0,0.45,0.047900335
0,0.09,0.053265226
0,0.03,0.072171901
0,0.05,0.12786535
0,0.19,0.039739642
0,0.42,0.035140505
0,0.08,0.050766046
0,0.16,0.04228438
0,0.03,0.034737847
0,0.26,0.041036753
0,0,0.089254598
0,0.08,0.083981722
0,0.15,0.077550495
0,0,0.05274959
0,0,0.046492768
0,0.01,0.052792528
0,0.08,0.033980358
0,0.17,0.028442928
0,0.15,0.040216419
0,0.18,0.039581556
0,0.03,0.050962501
0,0.06,0.051293185
0,0.01,0.060256326
0,0.6,0.036238089
0,0.03,0.063390344
0,0.14,0.050796515
0,0.31,0.047568896
0,0.04,0.054596628
0,0.4,0.028660585
0,0.02,0.051913695
0,0.24,0.047139591
0,0.11,0.065069013
0,0.03,0.046944546
0,0.02,0.050081109
0,0.21,0.028451853
0,0.07,0.043023462
0,0.06,0.032603097
0,1.07,0.035025747
1,0.32,0.051536827
0,0.07,0.055789813
0,0.16,0.051407087
0,0.34,0.041658552
0,0.55,0.062032961
0,0.04,0.075328225
0,0.05,0.051037959
0,0.1,0.080913713
0,0.27,0.034312568
0,0.71,0.030836836
0,0.02,0.178379867
0,0.11,0.03594402
0,0,0.044713367
0,0.22,0.15141367
0,0.11,0.063290476
0,0.34,0.137369009
0,0.12,0.056522994
0,0.03,0.057250069
0,0.1,0.065178869
0,0.43,0.028065702
0,0.01,0.091283786
0,0.16,0.036559509
0,0.34,0.029043296
0,0.03,0.055591403
0,0.83,0.033050553
0,0.1,0.061794725
0,0.19,0.032207535
0,0.03,0.038457849
0,0.02,0.052881937
0,0.11,0.034667525
0,0.14,0.039730065
1,0.1,0.05431115
0,0.04,0.038973055
0,0.13,0.083737228
1,0.35,0.073822531
0,0.46,0.068345419
0,0.27,0.076902866
0,0.02,0.032543522
0,0.55,0.071465472
0,0.13,0.054892201
0,1.41,0.038435012
0,0.2,0.045400843
0,0.07,0.050194237
0,0.68,0.029486885
0,0.03,0.061848919
0,0.31,0.052561792
0,0.06,0.08758191
0,0.11,0.037624791
0,0.95,0.035367682
0,0.14,0.035304892
0,0,0.090712852
0,0.12,0.059385846
0,0.42,0.028274561
1,0.16,0.049260711
0,0.02,0.046512383
0,0.01,0.092949758
0,0.09,0.054900488
0,0.11,0.063181309
0,0.07,0.047048692
0,0.11,0.045457722
0,0.37,0.050075947
0,0.01,0.076597144
0,0.06,0.031382259
0,0.24,0.030956279
0,0.13,0.065106232
0,0.09,0.073682473
0,0.04,0.074921122
0,0.11,0.054677449
0,0.21,0.039634417
0,0.03,0.055377954
0,0,0.223126903
0,0.05,0.094975302
0,0.02,0.041584585
0,0.21,0.028944206
0,0.16,0.052493129
0,0.06,0.038235673
0,0.01,0.110671992
0,0.05,0.077939054
0,0.18,0.031535582
0,0,0.060006914
0,0.23,0.042906858
0,0.51,0.027428585
0,0.02,0.079279707
1,0.04,0.254840675
0,0.2,0.059112604
0,0.11,0.027649716
0,0.02,0.056117893
0,0.63,0.040319833
0,0.17,0.028889359
0,0.03,0.08562109
0,0.16,0.027636078
0,0.08,0.043218223
0,0.24,0.035640709
0,0.12,0.039353779
0,0.11,0.050591182
0,0.02,0.051824609
0,0.38,0.038857149
0,0.02,0.044589033
0,0.03,0.041067381
0,0.05,0.028737451
0,0.22,0.051006885
0,0.05,0.064878393
0,0.34,0.049479749
1,0.23,0.047491792
0,0,0.039710259
0,0.06,0.043694779
0,0.06,0.046197179
0,0.27,0.048665318
0,0.04,0.16400788
0,0.09,0.031371505
0,0.16,0.028566345
0,0.03,0.156938305
0,0.14,0.044417155
0,0.22,0.03733082
0,0.03,0.069495302
0,0.04,0.064307361
0,0.99,0.041135415
0,0.75,0.043537676
0,0.14,0.033831353
0,0.34,0.031868017
0,0,0.053639759
0,0.17,0.028513395
0,0.03,0.04282234
0,0.02,0.074611991
0,0.29,0.037233507
0,0.85,0.034965661
0,0.35,0.027439322
0,0.09,0.073974548
0,0.08,0.10270918
0,0.16,0.094154115
0,0.5,0.044388785
0,0.34,0.06682445
0,0.01,0.042456741
1,0.7,0.030556342
0,0.23,0.074158594
0,0.11,0.034658436
0,0.74,0.047430134
0,0.01,0.041530061
0,0.09,0.089997764
0,0.04,0.041214776
0,0.77,0.033871155
0,0.24,0.056283322
0,0.01,0.059300906
0,0.1,0.029183424
0,0.02,0.034700315
0,0.22,0.030473041
0,0.08,0.038274705
0,0.08,0.037286397
0,0.02,0.041235407
0,0.51,0.061552453
0,0,0.038892021
0,0,0.033644372
0,0.09,0.049105065
0,0.23,0.035350123
0,0.11,0.048290702
0,0.05,0.068726353
0,0.18,0.027053828
0,0.27,0.075628552
0,0.37,0.05150043
0,0.58,0.062751009
0,0.01,0.046390583
0,0.94,0.041315536
0,0,0.045222143
0,0.03,0.059765823
1,0,0.068841262
0,0.13,0.044277616
0,0.16,0.034427272
0,1.43,0.042753628
0,0.33,0.049538552
0,0.02,0.076226671
0,0,0.094976367
0,0.31,0.028419563
0,0.11,0.095032606
0,0.11,0.046956889
1,0,0.045757922
1,0.18,0.07609372
0,0.29,0.046415519
0,0.32,0.030444634
0,0.13,0.026664345
0,0.91,0.032956312
0,0.04,0.037212267
0,0.07,0.060748365
0,0.27,0.080897182
0,0.26,0.032737089
0,0.63,0.035960462
0,0.05,0.054631697
0,0.1,0.032402825
0,0.14,0.05457608
0,0.03,0.090617987
0,0.03,0.051657074
0,0.87,0.032481254
0,0.01,0.098562424
0,0.18,0.026397366
0,0.3,0.041678351
0,0.04,0.045939245
0,0.1,0.034869367
0,0.08,0.038211682
0,0.03,0.050117336
0,0.01,0.072975521
0,0.09,0.027998853
0,0.07,0.028692934
0,0.47,0.050477853
0,0.16,0.043591316
0,1.31,0.033980123
0,0.01,0.050138948
0,0.03,0.060275256
0,0.07,0.037091649
0,0.09,0.077294379
0,0.13,0.049797535
0,0.27,0.055951412
0,0.01,0.060670911
0,0.04,0.050210348
1,0.02,0.055419311
0,0.01,0.033088164
0,0.4,0.026321697
0,2.91,0.030977788
0,0.18,0.03391692
0,0.27,0.081183206
0,0,0.060276381
0,0.47,0.041203754
0,0.01,0.061654983
0,0.15,0.091114752
1,0.11,0.026935505
0,0.15,0.029429265
0,0.05,0.05328833
0,0.46,0.06056648
0,0.12,0.029868204
0,0,0.053515066
0,0.02,0.10797901
0,0.02,0.085889235
0,0.1,0.037566567
0,0.24,0.026053093
0,0.28,0.031246238
0,0.01,0.081162251
0,9.19,0.027994257
0,0.2,0.034056869
0,0.36,0.032223981
0,0.02,0.142210961
0,0.04,0.041911065
0,0.02,0.063708236
0,0.04,0.054354669
0,0,0.033069257
0,0.04,0.044271947
0,0.1,0.040789849
0,0.08,0.04416205
0,0.01,0.061099907
0,0.05,0.121496104
0,0.07,0.054040587
0,0.27,0.046063405
0,0.06,0.040999457
0,0.21,0.033975234
0,0.57,0.050940106
0,0.75,0.037930022
0,0.04,0.090988522
0,0.07,0.045473325
0,0.22,0.027999483
0,0.32,0.03425231
0,0,0.046650718
0,0.01,0.086782948
0,0.23,0.055464131
0,0.02,0.027297962
0,0.04,0.051615982
0,0.12,0.057339763
0,0.21,0.030993311
0,0.03,0.042288102
0,0.19,0.03434911
0,0.06,0.057338211
0,0.05,0.047414587
0,0.46,0.027687674
0,0.01,0.178205982
0,0.44,0.039035062
0,3.55,0.035359677
0,0.14,0.02619918
0,0.13,0.039958624
0,0.03,0.093752324
0,0.03,0.02707127
0,0.1,0.043068216
0,0.2,0.036533002
0,0.32,0.039130893
0,0.61,0.048548912
0,0.03,0.043141943
0,0.2,0.0295393
0,0.31,0.063330421
0,0.26,0.031470792
0,0.49,0.091837888
0,0.04,0.04789864
0,0.32,0.025984912
0,0.1,0.111425643
0,0.13,0.038343956
0,0.05,0.06226274
0,0.03,0.063403368
0,0,0.091285749
0,0.05,0.062125427
0,0.06,0.056011251
0,0.18,0.048604005
0,0.27,0.074510766
0,0.1,0.053178636
0,0.16,0.056467169
0,0.08,0.053805232
0,0.02,0.093702881
0,0.14,0.027160958
0,0.04,0.124629041
0,0.04,0.043659249
0,0.09,0.025799681
0,0.08,0.092233536
0,0.06,0.065558632
0,1.15,0.044721343
0,0.03,0.109271949
0,0.49,0.035118814
0,0,0.072921134
0,0.07,0.108583897
0,0.08,0.044203291
0,0.37,0.033485286
0,0.26,0.03292302
0,0.18,0.035656454
0,0.05,0.046854938
0,0.33,0.037609826
0,0.46,0.026689592
0,0.61,0.047300786
0,0.05,0.042042904
0,0.13,0.034443301
0,0.22,0.029891304
0,0.01,0.044002246
0,0.04,0.049013547
0,0.04,0.040618442
0,0.32,0.02565083
0,0.1,0.084302691
0,0.01,0.07579147
0,0.07,0.080700221
0,0.01,0.054423463
0,0.14,0.053738471
0,0.17,0.076994445
0,0.05,0.043400166
1,0.15,0.051358947
0,0.25,0.047717388
0,3.23,0.029433609
0,0.83,0.030045365
0,0.35,0.039946461
0,0.29,0.032943586
0,0.12,0.043859237
0,0.1,0.099700473
0,0.12,0.043719142
0,0.04,0.068272138
0,0.02,0.248445454
1,0.19,0.031867772
0,0.02,0.044679011
0,0,0.084264318
0,0.06,0.045966216
0,0.01,0.083128145
0,0.26,0.025421313
0,0.07,0.169328142
0,0.23,0.036366787
0,0.09,0.040067508
0,0.19,0.082381642
0,0,0.073780019
0,0.95,0.044378294
0,0.11,0.033456522
0,0.34,0.039603719
0,0.86,0.028887673
0,0.07,0.049500724
0,0.12,0.057210073
1,0.21,0.034345935
0,0,0.04955409
0,0.36,0.044175012
0,1.06,0.033870521
0,0.01,0.063493353
0,0.03,0.037358143
0,0.16,0.038996109
0,0.07,0.080668506
1,0.31,0.025320411
0,0.27,0.028516608
0,0.14,0.042649847
0,0.27,0.029293112
0,0.13,0.046999985
0,0.02,0.036976509
0,0.05,0.151165507
0,0.1,0.028880028
0,0.22,0.048887411
0,0,0.130923734
0,0.07,0.044827275
0,0.14,0.04186547
0,0.57,0.038618239
0,0.29,0.067701809
0,0.15,0.047065948
0,0.05,0.046672841
0,0.38,0.042102652
0,0,0.033915606
0,0.31,0.027470818
0,0.05,0.152803459
0,0.54,0.030635343
0,0.11,0.028487634
0,0.17,0.027393995
0,0.14,0.026579857
0,0.12,0.042402315
0,0,0.038195455
0,0.02,0.036998464
0,0.41,0.043618422
0,0.07,0.050358358
0,0.24,0.044009076
0,0,0.044670765
0,0.06,0.061547393
0,0.02,0.052273783
0,0.54,0.027259434
1,0.03,0.052625097
0,0.08,0.045299024
0,0.18,0.036225532
0,0.02,0.076408001
0,0.12,0.032308996
0,0.1,0.048247233
0,0.02,0.069328375
0,0.1,0.046942639
0,0.2,0.031844946
0,0.03,0.034288348
0,0.07,0.052807569
0,0.26,0.044369358
0,0.04,0.07964615
0,0.34,0.029984754
0,0.1,0.036451083
1,0.21,0.048518319
0,0.09,0.051806242
0,0.05,0.073988702
0,0.03,0.122475896
0,0.2,0.038370358
0,0.07,0.048850002
0,0.09,0.063318994
0,0.24,0.063738752
0,0.1,0.071229036
0,0,0.05878442
0,0.03,0.050392292
0,0.07,0.034670867
0,0.07,0.04478211
0,0.01,0.063612458
0,0.05,0.03838629
0,0.43,0.025425865
0,0.25,0.083886353
0,0.06,0.043310633
0,0.1,0.049430132
0,0.29,0.028364196
0,0.01,0.060741486
0,0.39,0.031682733
0,0.16,0.062090754
0,0,0.070095723
0,0.21,0.031851394
0,0.82,0.024410362
0,0.07,0.033584149
0,0.07,0.038193187
1,0.48,0.039062548
0,0.3,0.037475778
1,0.34,0.058043666
0,0.18,0.024680502
0,0.01,0.076389737
0,0.07,0.045456183
0,0.11,0.046930441
0,0.12,0.052228349
0,0.01,0.086969433
1,0.02,0.050182525
0,0.17,0.047126299
0,0.19,0.03460436
0,0.24,0.047073448
1,0,0.064857702
0,0.18,0.024237188
0,0.12,0.047287586
0,0.01,0.050138031
0,0,0.16665871
0,0.28,0.061623186
0,0.09,0.030124037
0,0.08,0.028171038
0,0.1,0.026715281
0,0.23,0.054139687
0,0.06,0.063013291
0,0.03,0.034274965
0,0.05,0.025576419
0,0.41,0.055525998
0,0.04,0.026979278
0,0.11,0.034485228
0,0.13,0.160320672
0,0.01,0.088809949
0,0.23,0.024766772
0,0.02,0.036796524
0,0.87,0.024345109
0,0.07,0.037218343
0,0.15,0.062591203
0,0.05,0.038772294
0,0.07,0.052475331
0,0.02,0.032830575
0,0.02,0.049820039
0,0.03,0.032386088
0,0.26,0.030595504
0,0.12,0.035361388
0,0.05,0.03198635
0,0.02,0.041589562
0,0.06,0.034074172
0,0.08,0.028846557
0,0.02,0.060008524
0,0.33,0.027681661
0,0.51,0.03765095
0,0.01,0.043320946
1,0.15,0.045422483
0,0.64,0.053798543
0,0.01,0.052022294
0,0.12,0.034639349
0,0.02,0.036066379
0,0.1,0.063425415
0,0.39,0.032080636
0,0.37,0.027614013
0,0.39,0.027721935
1,0.28,0.024640526
0,0,0.040812676
0,0.01,0.095000941
0,0.07,0.033644605
0,0.06,0.04368333
0,0.05,0.064283491
0,0.71,0.036312882
0,0.02,0.02633674
0,0.01,0.040471531
0,0.01,0.034321783
0,0.39,0.028807125
0,0.07,0.047437992
0,0.2,0.039059163
0,0.33,0.067855192
0,0.12,0.08203554
0,0.16,0.042261683
0,0.1,0.112789031
0,0.16,0.031499061
0,1.41,0.049472791
0,0.15,0.057809401
0,0.08,0.038556023
0,0.24,0.039447045
0,0.1,0.055664738
0,0.26,0.048146661
0,0.01,0.058956304
0,0.01,0.042008831
0,0.09,0.037971534
0,0.05,0.032909563
0,0.01,0.082854019
0,0.13,0.044610535
0,0.17,0.028558708
0,0.58,0.043065177
0,0.27,0.052612933
0,0.11,0.026527836
0,0.02,0.058289026
0,0.04,0.040459929
0,0.37,0.038086403
0,0.08,0.049357235
0,0.36,0.057475822
0,0.1,0.049211944
0,0.06,0.031022327
0,0.14,0.06326581
0,2.27,0.024218554
0,0.05,0.131773672
1,1.28,0.023448612
0,0.71,0.024870951
0,0.13,0.028363718
0,2.09,0.026016497
0,0.06,0.069353888
0,0.11,0.05372597
0,0.03,0.045343578
0,0.04,0.032729809
0,0.14,0.0344247
0,0.13,0.047340055
0,0.09,0.023411255
0,0.5,0.028802019
0,0.01,0.033692024
1,0.1,0.04619183
0,0.01,0.051714692
0,0.24,0.028806074
0,0.08,0.050201588
0,0.06,0.075020084
0,0.01,0.060810013
0,0.11,0.036197111
0,0.03,0.02958699
0,0.26,0.026244821
0,0.36,0.049205104
0,0.08,0.059242825
0,0.18,0.035742063
0,0.28,0.037118591
0,0.1,0.037886517
0,0.02,0.151005464
0,0.12,0.051715389
0,0.2,0.029523141
0,0.03,0.054671154
0,0.19,0.026927938
0,0.01,0.110005937
0,0,0.043780499
0,0.08,0.035871008
0,0.12,0.028838978
0,0.15,0.050161311
0,0.23,0.032602301
0,0.23,0.033225432
0,0.07,0.028811461
0,0.4,0.024797644
0,0.01,0.050294487
0,0,0.13589764
0,0.01,0.185148988
0,0.05,0.056319213
0,0.19,0.053528483
0,0.11,0.027388892
0,0.04,0.128014452
0,0.03,0.056041092
0,0.07,0.026377335
0,0.04,0.031540429
0,0.06,0.028199628
0,0.01,0.048129466
0,0.01,0.049187778
0,0.63,0.028912573
0,0.07,0.070671395
0,0.13,0.049726712
0,0.82,0.050052594
0,0.02,0.128392818
0,0.06,0.03690307
0,0.2,0.029720935
0,1.01,0.040847877
0,0.29,0.051079706
0,0.04,0.047874998
0,0.17,0.031452334
0,0.03,0.078774896
0,0.13,0.028513952
0,0.01,0.055602375
0,0,0.033329402
0,0.05,0.031660368
0,0.14,0.043390441
0,0.08,0.028861413
0,0.06,0.030034655
0,0.02,0.059032232
0,0.11,0.02533188
0,0.13,0.026902836
0,0.1,0.039948167
0,0.14,0.05118781
0,1.23,0.022914746
0,0.07,0.039701833
0,0.08,0.0258715
0,0.05,0.028449002
0,0.13,0.059411964
0,0.33,0.030551289
0,0.17,0.027757803
0,0.26,0.036358935
0,1.96,0.032777417
0,0.08,0.031355459
0,0.14,0.022963364
0,2.26,0.02630006
0,0.1,0.023567798
0,1.18,0.028830998
0,0.06,0.040610432
0,0.05,0.073356462
0,0.09,0.031456352
0,0.06,0.046076996
0,0.25,0.038784689
0,0,0.051106881
0,0.26,0.030732712
0,0,0.040151997
0,1.15,0.025341736
0,0.02,0.038825451
0,0.06,0.034305247
0,0.04,0.046414903
0,0.51,0.042266504
0,0.67,0.047883805
0,0.21,0.038123777
0,0.01,0.054010498
0,0.31,0.023380986
0,0.27,0.025681282
0,0.08,0.040983434
1,0.05,0.032294908
0,0.16,0.055372441
0,0.21,0.039611603
0,0.89,0.055504504
0,0.09,0.047950598
0,0.1,0.028076022
0,0.13,0.027914685
0,0.15,0.029785868
0,0,0.046397523
0,0.02,0.067036075
0,0.17,0.043406879
0,0,0.022917803
0,0.02,0.109324031
0,0.87,0.045085322
0,0.04,0.087386753
0,0.09,0.030793507
0,0.06,0.048719362
0,0.13,0.031965047
0,0.04,0.040850682
0,0.05,0.074807199
0,0.15,0.061363521
0,0.02,0.047906854
0,0.07,0.033196181
0,0.07,0.02985987
0,0,0.043704545
0,0.1,0.114186899
0,0.05,0.050352721
0,0.05,0.033425702
0,0.01,0.028343187
0,0.37,0.02767702
0,0.04,0.052056296
0,0.12,0.040133779
0,0.2,0.03580308
0,0.08,0.047787713
0,0.19,0.029101952
0,0.13,0.038704671
0,0.05,0.042773788
0,1.14,0.02935533
0,0.47,0.022354988
0,0.53,0.037025177
0,0.06,0.027964179
1,0.21,0.055869866
0,0.03,0.064954802
0,0.09,0.022823859
0,0.09,0.029312782
0,0.01,0.034022115
0,0.54,0.033767283
0,0.03,0.049734244
1,0.52,0.161220452
0,0.69,0.031888024
0,0.22,0.02636794
0,0.01,0.037750967
0,0.04,0.035621107
0,0.22,0.02315574
0,0.09,0.031601579
0,0,0.036619018
0,0.29,0.052219819
0,0.52,0.059955194
0,0.01,0.146111196
0,0.03,0.031579584
0,0.05,0.024582058
0,0.14,0.04919677
0,0.12,0.031998126
0,0.03,0.048130002
0,0.08,0.031982598
0,0.18,0.053542248
0,0.07,0.040997555
0,0.05,0.141336813
0,0.08,0.036870127
0,0.02,0.062610248
0,0.05,0.075757857
0,0.11,0.057404392
0,0.04,0.048585852
0,0.08,0.075482886
0,0.13,0.037510091
0,0.04,0.148340311
0,0.57,0.030346
0,0.24,0.022189516
0,1.96,0.02260001
0,0.01,0.056873195
1,0.23,0.044775066
0,0.16,0.06026395
0,0.32,0.024523899
0,0.09,0.04181537
0,0.01,0.102433137
0,0.17,0.033323595
0,0.08,0.024635782
0,0.2,0.042829195
0,0.1,0.047922139
0,0.07,0.066971032
1,0.02,0.039648284
0,1.06,0.044463566
0,0.01,0.086023165
0,0.15,0.024201104
0,0.15,0.049435249
0,0.03,0.040813099
0,0.03,0.053648759
0,0.26,0.029839274
0,0.07,0.035441566
0,3.1,0.032020136
0,0.01,0.032811024
0,0,0.050653887
0,0.03,0.060722292
0,0.44,0.023668986
0,0.58,0.031448466
0,0.13,0.027663493
0,0.02,0.047953057
0,0.29,0.033558762
0,0.28,0.04654115
0,0.11,0.033415629
0,0.05,0.029931893
0,0.22,0.027076185
0,0.78,0.022749549
0,0.08,0.029923692
0,0.16,0.039183668
0,0.33,0.048316465
0,0.14,0.038552499
0,0.14,0.024525551
0,0.08,0.065988411
0,0.05,0.040216839
0,0.22,0.052226999
0,0.23,0.02686257
0,0.16,0.044557288
0,0.2,0.035312193
0,0.02,0.052063215
0,0.15,0.030062086
0,0.01,0.051774137
0,0.05,0.05881859
0,0.05,0.029961906
0,0.04,0.035825715
0,0.08,0.022865698
0,0.28,0.094217097
0,0.26,0.022135788
0,0.01,0.079263806
0,0.03,0.029022305
0,0.07,0.063008582
0,0.03,0.091375834
1,0.05,0.07481754
0,0.55,0.031077999
0,0,0.032013886
0,0.58,0.025081759
0,0.06,0.027919151
0,0,0.040803014
0,0.42,0.026125043
0,0.1,0.034528783
0,0.14,0.026891
0,0.31,0.021545745
0,0.08,0.066630242
0,0.01,0.037101589
1,0.03,0.086583629
0,0.18,0.042667752
0,0.04,0.036160665
0,0.23,0.028277465
0,0.04,0.156247711
0,0.33,0.024950167
0,0.1,0.048625793
0,3.05,0.024461252
1,0.07,0.037647715
0,0.03,0.035774985
0,0.52,0.027572494
0,0.07,0.048244773
0,0.74,0.036769935
1,0.17,0.024501096
0,0.07,0.042700172
0,0,0.032304849
0,0.35,0.058768685
0,0.01,0.041717383
0,0.08,0.057575077
0,0.26,0.044467567
0,0.52,0.029369593
0,0.04,0.054057475
0,0.08,0.042839467
0,0.02,0.040255292
0,0.49,0.038925737
0,0.25,0.029472318
0,1.54,0.029904905
0,2.41,0.021299436
0,0.1,0.056643993
0,0.07,0.049079152
0,0.18,0.034367357
0,0.26,0.022069486
0,0.33,0.024197496
0,0.23,0.033630294
0,0.07,0.021305361
0,0.13,0.028464742
0,0.69,0.025617049
1,0.17,0.041447483
0,0.07,0.045879938
0,0.36,0.031854175
0,0.09,0.072856726
0,0.18,0.03631044
0,0.19,0.039717743
